rank	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	segment_id_v1_7	prop_3260
144054	outside	35472598	35472598	2023_144054	35472598_1	NA	100
238647	intersecting or downstream	35478290	35478290	2023_238647	35478290_1	NA	100
39176	intersecting or downstream	35483730	35483730	2023_39176	35483730_1	NA	100
39403	intersecting or downstream	35524082	35524082	2023_39403	35524082_1	1_7_20160	100
238756	outside	35537106	35537106	2023_238756	35537106_1	1_4_82	100
33320	intersecting or downstream	35592942	35592942	2023_33320	35592942_1	NA	4
169159	outside	35609350	35609350	2023_169159	35609350_1	1_7_25684	100
123502	intersecting or downstream	35611606	35611606	2023_123502	35611606_1	NA	100
166802	outside	35630638	35630638	2023_166802	35630638_1	1_4_1436	100
9543	outside	35634113	35634113	2023_9543	35634113_1	NA	16
35615	intersecting or downstream	35635474	35635474	2023_35615	35635474_1	NA	20
39464	intersecting or downstream	35699186	35699186	2023_39464	35699186_1	1_4_1834	100
39199	intersecting or downstream	35725394	35725394	2023_39199	35725394_1	NA	100
166814	outside	35761710	35761710	2023_166814	35761710_1	NA	100
39437	intersecting or downstream	35768818	35768818	2023_39437	35768818_1	NA	100
47686	intersecting or downstream	35773278	35773278	2023_47686	35773278_1	NA	57
206690	outside	35872886	35872886	2023_206690	35872886_1	1_4_1175	100
218820	intersecting or downstream	35881858	35881858	2023_218820	35881858_1	1_7_7035	100
166755	outside	35906806	35906806	2023_166755	35906806_1	NA	41
39277	intersecting or downstream	35924306	35924306	2023_39277	35924306_1	NA	100
231526	intersecting or downstream	35956690	35956690	2023_231526	35956690_1	NA	97
92548	intersecting or downstream	35974961	35974961	2023_92548	35974961_1	NA	100
113059	outside	36090102	36090102	2023_113059	36090102_1	NA	100
5554	outside	36126653	36126653	2023_5554	36126653_1	1_4_1136	100
39125	intersecting or downstream	36184482	36184482	2023_39125	36184482_1	1_7_8869	100
206715	outside	36199542	36199542	2023_206715	36199542_1	NA	100
214067	intersecting or downstream	36215926	36215926	2023_214067	36215926_1	1_7_41030	100
39387	intersecting or downstream	36230642	36230642	2023_39387	36230642_1	1_4_281	100
259168	intersecting or downstream	36239478	36239478	2023_259168	36239478_1	NA	100
255377	intersecting or downstream	36298258	36298258	2023_255377	36298258_1	NA	96
238590	intersecting or downstream	36335890	36335890	2023_238590	36335890_1	1_4_1163	100
103396	intersecting or downstream	36343606	36343606	2023_103396	36343606_1	NA	93
90120	intersecting or downstream	36356142	36356142	2023_90120	36356142_1	NA	100
241471	intersecting or downstream	36387986	36387986	2023_241471	36387986_1	1_4_4	48
206734	outside	36404342	36404342	2023_206734	36404342_1	NA	100
123594	intersecting or downstream	36414454	36414454	2023_123594	36414454_1	NA	100
241540	intersecting or downstream	36440082	36440082	2023_241540	36440082_1	1_4_379	70
238633	intersecting or downstream	36539154	36539154	2023_238633	36539154_1	1_4_937	100
224821	intersecting or downstream	36543990	36543990	2023_224821	36543990_1	1_4_1398	100
221125	intersecting or downstream	36550642	36550642	2023_221125	36550642_1	1_7_114564	100
169163	outside	36559622	36559622	2023_169163	36559622_1	NA	47
40004	outside	36570526	36570526	2023_40004	36570526_1	NA	35
40005	outside	36570526	36570526	2023_40005	36570526_2	NA	100
83544	outside	36603030	36603030	2023_83544	36603030_1	NA	40
123607	intersecting or downstream	36640758	36640758	2023_123607	36640758_1	NA	100
144617	intersecting or downstream	36652818	36652818	2023_144617	36652818_1	1_4_495	100
39217	intersecting or downstream	36733010	36733010	2023_39217	36733010_1	NA	100
212381	intersecting or downstream	36742578	36742578	2023_212381	36742578_1	1_4_354	100
255426	outside	36782098	36782098	2023_255426	36782098_1	NA	100
143995	outside	36803798	36803798	2023_143995	36803798_1	NA	100
39250	intersecting or downstream	36845906	36845906	2023_39250	36845906_1	1_4_144	100
206657	outside	36887414	36887414	2023_206657	36887414_1	1_4_561	100
123581	intersecting or downstream	36919030	36919030	2023_123581	36919030_1	1_7_18096	100
5588	outside	36947934	36947934	2023_5588	36947934_1	NA	100
231530	intersecting or downstream	37046226	37046226	2023_231530	37046226_1	NA	81
238735	outside	37085394	37085394	2023_238735	37085394_1	1_4_61	102
113052	outside	37122294	37122294	2023_113052	37122294_1	1_7_47414	32
104304	outside	37128542	37128542	2023_104304	37128542_1	1_4_1516	100
38402	outside	37135606	37135606	2023_38402	37135606_1	NA	100
5569	outside	37136350	37136350	2023_5569	37136350_1	NA	100
255382	intersecting or downstream	37150226	37150226	2023_255382	37150226_1	1_4_418	100
65052	outside	37218966	37218966	2023_65052	37218966_1	NA	44
255401	intersecting or downstream	37219858	37219858	2023_255401	37219858_1	1_4_865	100
33367	outside	37268342	37268342	2023_33367	37268342_1	1_7_166717	83
76256	intersecting or downstream	37310806	37310806	2023_76256	37310806_1	NA	100
166824	outside	37338670	37338670	2023_166824	37338670_1	NA	100
238626	intersecting or downstream	37374738	37374738	2023_238626	37374738_1	1_4_930	100
39115	intersecting or downstream	37388706	37388706	2023_39115	37388706_1	1_7_8879	100
218793	intersecting or downstream	37445042	37445042	2023_218793	37445042_1	1_4_1034	100
238634	intersecting or downstream	37456658	37456658	2023_238634	37456658_1	1_4_938	100
39285	intersecting or downstream	37458258	37458258	2023_39285	37458258_1	1_4_179	100
39423	intersecting or downstream	37464562	37464562	2023_39423	37464562_1	1_7_20140	100
252507	outside	37485046	37485046	2023_252507	37485046_1	1_4_1635	100
39203	intersecting or downstream	37494866	37494866	2023_39203	37494866_1	NA	100
212390	intersecting or downstream	37513906	37513906	2023_212390	37513906_1	1_4_363	100
39291	intersecting or downstream	37523794	37523794	2023_39291	37523794_1	NA	100
255341	intersecting or downstream	37564946	37564946	2023_255341	37564946_1	1_4_439	65
144053	outside	37569750	37569750	2023_144053	37569750_1	NA	100
238632	intersecting or downstream	37587730	37587730	2023_238632	37587730_1	1_4_936	100
9549	outside	37641153	37641153	2023_9549	37641153_1	1_7_125629	47
41684	intersecting or downstream	37703826	37703826	2023_41684	37703826_1	1_4_45	77
39201	intersecting or downstream	37757010	37757010	2023_39201	37757010_1	NA	100
260296	outside	37771282	37771282	2023_260296	37771282_1	NA	59
123497	intersecting or downstream	37856214	37856214	2023_123497	37856214_1	1_4_536	100
259131	intersecting or downstream	37879030	37879030	2023_259131	37879030_1	NA	100
123587	intersecting or downstream	37902070	37902070	2023_123587	37902070_1	NA	100
241343	intersecting or downstream	37910930	37910930	2023_241343	37910930_1	NA	66
216076	intersecting or downstream	37934226	37934226	2023_216076	37934226_1	1_4_505	88
39358	intersecting or downstream	37961202	37961202	2023_39358	37961202_1	1_4_252	100
123677	intersecting or downstream	37962998	37962998	2023_123677	37962998_1	NA	100
39286	intersecting or downstream	37982546	37982546	2023_39286	37982546_1	1_4_180	100
224943	intersecting or downstream	37992310	37992310	2023_224943	37992310_1	NA	100
40870	intersecting or downstream	38056406	38056406	2023_40870	38056406_1	NA	100
39156	intersecting or downstream	38108242	38108242	2023_39156	38108242_1	NA	100
39414	intersecting or downstream	38201842	38201842	2023_39414	38201842_1	1_7_20149	100
166857	outside	38213358	38213358	2023_166857	38213358_1	NA	100
123608	intersecting or downstream	38230006	38230006	2023_123608	38230006_1	NA	100
113041	outside	38269174	38269174	2023_113041	38269174_1	1_7_44909	100
123614	intersecting or downstream	38295542	38295542	2023_123614	38295542_1	1_7_3111	100
37174	outside	38330674	38330674	2023_37174	38330674_1	NA	23
46491	intersecting or downstream	38546230	38546230	2023_46491	38546230_1	NA	100
39378	intersecting or downstream	38559218	38559218	2023_39378	38559218_1	NA	100
255358	intersecting or downstream	38580754	38580754	2023_255358	38580754_1	NA	61
238739	outside	38658258	38658258	2023_238739	38658258_1	NA	100
39096	intersecting or downstream	38702162	38702162	2023_39096	38702162_1	NA	100
180394	intersecting or downstream	38740925	38740925	2023_180394	38740925_1	1_7_210213	100
39223	intersecting or downstream	38781010	38781010	2023_39223	38781010_1	1_4_117	100
123464	intersecting or downstream	38781910	38781910	2023_123464	38781910_1	NA	100
224923	intersecting or downstream	38807414	38807414	2023_224923	38807414_1	NA	98
255475	outside	38810642	38810642	2023_255475	38810642_1	NA	100
39426	intersecting or downstream	38873586	38873586	2023_39426	38873586_1	1_4_1872	100
39129	intersecting or downstream	38920610	38920610	2023_39129	38920610_1	1_7_8865	100
209482	outside	38935090	38935090	2023_209482	38935090_1	1_4_1476	100
238595	intersecting or downstream	38953234	38953234	2023_238595	38953234_1	1_4_91	100
103397	intersecting or downstream	38965046	38965046	2023_103397	38965046_1	NA	75
5604	intersecting or downstream	38989790	38989790	2023_5604	38989790_1	1_7_227029	100
103410	outside	38991670	38991670	2023_103410	38991670_1	1_4_1889	102
226447	outside	38997266	38997266	2023_226447	38997266_1	NA	100
81103	intersecting or downstream	39027586	39027586	2023_81103	39027586_1	NA	3
123487	intersecting or downstream	39089110	39089110	2023_123487	39089110_1	1_4_463	100
39106	intersecting or downstream	39092642	39092642	2023_39106	39092642_1	1_4_985	100
37816	outside	39304822	39304822	2023_37816	39304822_1	NA	100
5587	outside	39307230	39307230	2023_5587	39307230_1	NA	100
226463	outside	39308562	39308562	2023_226463	39308562_1	1_4_1084	100
166794	outside	39312942	39312942	2023_166794	39312942_1	NA	58
206713	outside	39345270	39345270	2023_206713	39345270_1	NA	100
218804	intersecting or downstream	39345586	39345586	2023_218804	39345586_1	NA	100
39407	intersecting or downstream	39390706	39390706	2023_39407	39390706_1	1_7_20156	100
144050	outside	39404758	39404758	2023_144050	39404758_1	NA	95
90114	intersecting or downstream	39410222	39410222	2023_90114	39410222_1	NA	101
212352	intersecting or downstream	39410354	39410354	2023_212352	39410354_1	1_4_325	96
259170	intersecting or downstream	39450742	39450742	2023_259170	39450742_1	1_7_37742	100
40008	outside	39454110	39454110	2023_40008	39454110_1	NA	100
39116	intersecting or downstream	39485858	39485858	2023_39116	39485858_1	1_7_8878	100
194184	intersecting or downstream	39517622	39517622	2023_194184	39517622_1	NA	100
38447	outside	39530030	39530030	2023_38447	39530030_1	NA	87
123499	intersecting or downstream	39543766	39543766	2023_123499	39543766_1	1_4_538	100
241629	intersecting or downstream	39574482	39574482	2023_241629	39574482_1	NA	17
39204	intersecting or downstream	39592018	39592018	2023_39204	39592018_1	NA	100
39243	intersecting or downstream	39598418	39598418	2023_39243	39598418_1	1_4_137	100
226473	outside	39722258	39722258	2023_226473	39722258_1	1_4_891	100
39098	intersecting or downstream	39734354	39734354	2023_39098	39734354_1	NA	100
218794	intersecting or downstream	39804338	39804338	2023_218794	39804338_1	1_4_1035	100
39374	intersecting or downstream	39804402	39804402	2023_39374	39804402_1	NA	100
123772	intersecting or downstream	39911126	39911126	2023_123772	39911126_1	NA	100
238748	outside	39977170	39977170	2023_238748	39977170_1	1_4_74	100
206717	outside	40057974	40057974	2023_206717	40057974_1	NA	100
218821	intersecting or downstream	40076162	40076162	2023_218821	40076162_1	1_4_1873	102
39419	intersecting or downstream	40086002	40086002	2023_39419	40086002_1	1_7_20144	100
260190	intersecting or downstream	40095890	40095890	2023_260190	40095890_1	1_7_18802	100
218766	intersecting or downstream	40144306	40144306	2023_218766	40144306_1	NA	100
238618	intersecting or downstream	40151826	40151826	2023_238618	40151826_1	1_4_922	100
39253	intersecting or downstream	40253778	40253778	2023_39253	40253778_1	1_4_147	100
39168	intersecting or downstream	40267858	40267858	2023_39168	40267858_1	NA	100
104306	outside	40274270	40274270	2023_104306	40274270_1	1_4_1518	100
224813	intersecting or downstream	40275446	40275446	2023_224813	40275446_1	1_4_1390	100
78866	intersecting or downstream	40277494	40277494	2023_78866	40277494_1	NA	44
230693	outside	40318930	40318930	2023_230693	40318930_1	NA	100
5555	outside	40320957	40320957	2023_5555	40320957_1	1_4_1137	100
252530	outside	40356342	40356342	2023_252530	40356342_1	1_4_695	100
212377	intersecting or downstream	40412594	40412594	2023_212377	40412594_1	1_4_350	100
238622	intersecting or downstream	40413970	40413970	2023_238622	40413970_1	NA	69
39429	intersecting or downstream	40446450	40446450	2023_39429	40446450_1	1_4_1869	100
5547	outside	40452029	40452029	2023_5547	40452029_1	1_4_1129	100
238627	intersecting or downstream	40520466	40520466	2023_238627	40520466_1	1_4_931	100
209823	outside	40524754	40524754	2023_209823	40524754_1	1_7_134887	93
123688	intersecting or downstream	40629494	40629494	2023_123688	40629494_1	1_7_29352	100
123678	intersecting or downstream	40649974	40649974	2023_123678	40649974_1	1_7_29090	100
209509	outside	40660434	40660434	2023_209509	40660434_1	NA	71
221116	intersecting or downstream	40679410	40679410	2023_221116	40679410_1	1_7_114573	100
175051	intersecting or downstream	40691777	40691777	2023_175051	40691777_1	1_4_1010	100
590	outside	40698998	40698998	2023_590	40698998_1	1_7_226904	100
123602	intersecting or downstream	40805366	40805366	2023_123602	40805366_1	1_7_23093	100
230694	outside	40843218	40843218	2023_230694	40843218_1	NA	100
255388	intersecting or downstream	40857106	40857106	2023_255388	40857106_1	1_4_1158	99
39058	intersecting or downstream	40864226	40864226	2023_39058	40864226_1	NA	100
50547	outside	40873334	40873334	2023_50547	40873334_1	1_7_83283	55
5586	outside	40880094	40880094	2023_5586	40880094_1	NA	100
206677	outside	40921974	40921974	2023_206677	40921974_1	1_7_34548	100
39445	intersecting or downstream	40946162	40946162	2023_39445	40946162_1	1_4_1853	100
166815	outside	41004590	41004590	2023_166815	41004590_1	NA	100
212368	intersecting or downstream	41104818	41104818	2023_212368	41104818_1	1_4_341	100
39449	intersecting or downstream	41105906	41105906	2023_39449	41105906_1	1_4_1849	100
206735	outside	41122934	41122934	2023_206735	41122934_1	NA	100
39287	intersecting or downstream	41128274	41128274	2023_39287	41128274_1	NA	100
39235	intersecting or downstream	41154898	41154898	2023_39235	41154898_1	1_4_129	100
39147	intersecting or downstream	41221202	41221202	2023_39147	41221202_1	1_7_8847	100
72020	intersecting or downstream	41260790	41260790	2023_72020	41260790_1	NA	3
238640	intersecting or downstream	41310994	41310994	2023_238640	41310994_1	1_4_896	100
238597	intersecting or downstream	41312530	41312530	2023_238597	41312530_1	NA	100
39133	intersecting or downstream	41312674	41312674	2023_39133	41312674_1	1_7_8861	100
78867	intersecting or downstream	41326070	41326070	2023_78867	41326070_1	1_7_34699	28
218776	intersecting or downstream	41389490	41389490	2023_218776	41389490_1	NA	88
224925	intersecting or downstream	41428854	41428854	2023_224925	41428854_1	NA	100
238543	intersecting or downstream	41482514	41482514	2023_238543	41482514_1	1_4_780	100
259149	intersecting or downstream	41520374	41520374	2023_259149	41520374_1	NA	15
224820	intersecting or downstream	41569782	41569782	2023_224820	41569782_1	1_4_1397	100
39366	intersecting or downstream	41635314	41635314	2023_39366	41635314_1	1_4_260	100
46489	intersecting or downstream	41691958	41691958	2023_46489	41691958_1	NA	89
123680	intersecting or downstream	41698550	41698550	2023_123680	41698550_1	1_7_29360	100
5608	intersecting or downstream	41717726	41717726	2023_5608	41717726_1	1_7_28257	50
124215	intersecting or downstream	41817974	41817974	2023_124215	41817974_1	NA	100
216089	intersecting or downstream	41841490	41841490	2023_216089	41841490_1	NA	100
113035	outside	41853174	41853174	2023_113035	41853174_1	1_7_45076	26
224950	intersecting or downstream	41858934	41858934	2023_224950	41858934_1	NA	100
123583	intersecting or downstream	41899766	41899766	2023_123583	41899766_1	1_7_18094	100
113046	outside	41939190	41939190	2023_113046	41939190_1	1_7_215276	100
252562	outside	41966454	41966454	2023_252562	41966454_1	NA	16
212384	intersecting or downstream	41970354	41970354	2023_212384	41970354_1	NA	100
104297	outside	41990494	41990494	2023_104297	41990494_1	1_4_1653	100
143786	outside	42104694	42104694	2023_143786	42104694_1	1_7_50909	102
123491	intersecting or downstream	42116054	42116054	2023_123491	42116054_1	NA	100
216077	intersecting or downstream	42128530	42128530	2023_216077	42128530_1	1_4_506	100
38390	outside	42185974	42185974	2023_38390	42185974_1	1_4_307	100
221121	intersecting or downstream	42186738	42186738	2023_221121	42186738_1	1_7_114568	100
252505	outside	42203638	42203638	2023_252505	42203638_1	1_4_1633	47
92051	intersecting or downstream	42277174	42277174	2023_92051	42277174_1	1_7_212002	100
230707	outside	42293202	42293202	2023_230707	42293202_1	NA	100
123540	intersecting or downstream	42334166	42334166	2023_123540	42334166_1	1_4_599	50
206724	outside	42351734	42351734	2023_206724	42351734_1	NA	61
5572	outside	42510302	42510302	2023_5572	42510302_1	1_4_1673	100
39239	intersecting or downstream	42531154	42531154	2023_39239	42531154_1	NA	100
144062	outside	42547670	42547670	2023_144062	42547670_1	NA	10
226456	outside	42568978	42568978	2023_226456	42568978_1	1_4_1077	64
144035	outside	42607830	42607830	2023_144035	42607830_1	NA	100
80914	outside	42610902	42610902	2023_80914	42610902_1	1_4_1427	100
39076	intersecting or downstream	42650082	42650082	2023_39076	42650082_1	1_7_8897	100
255384	intersecting or downstream	42655250	42655250	2023_255384	42655250_1	NA	100
39951	outside	42657886	42657886	2023_39951	42657886_1	NA	37
260214	intersecting or downstream	42689682	42689682	2023_260214	42689682_1	1_4_413	100
224759	intersecting or downstream	42714614	42714614	2023_224759	42714614_1	NA	40
123490	intersecting or downstream	42759126	42759126	2023_123490	42759126_1	NA	100
33413	intersecting or downstream	42761686	42761686	2023_33413	42761686_1	NA	100
166812	outside	42839598	42839598	2023_166812	42839598_1	NA	100
123604	intersecting or downstream	42902518	42902518	2023_123604	42902518_1	NA	100
238520	intersecting or downstream	42912018	42912018	2023_238520	42912018_1	NA	100
37788	intersecting or downstream	42925782	42925782	2023_37788	42925782_1	NA	61
224946	intersecting or downstream	42973046	42973046	2023_224946	42973046_1	NA	100
113045	outside	42987766	42987766	2023_113045	42987766_1	1_7_215277	100
83539	outside	43009750	43009750	2023_83539	43009750_1	NA	54
46653	intersecting or downstream	43050030	43050030	2023_46653	43050030_1	NA	24
56556	intersecting or downstream	43064306	43064306	2023_56556	43064306_1	1_7_119648	100
39355	intersecting or downstream	43068914	43068914	2023_39355	43068914_1	1_4_249	100
144041	outside	43082966	43082966	2023_144041	43082966_1	NA	91
40012	outside	43210142	43210142	2023_40012	43210142_1	NA	100
39269	intersecting or downstream	43215186	43215186	2023_39269	43215186_1	1_4_163	100
218838	outside	43238274	43238274	2023_218838	43238274_1	NA	71
227987	outside	43241446	43241446	2023_227987	43241446_1	1_7_5668	96
216179	intersecting or downstream	43247074	43247074	2023_216179	43247074_1	1_7_8075	100
92833	outside	43252374	43252374	2023_92833	43252374_1	1_7_197729	50
90377	intersecting or downstream	43302302	43302302	2023_90377	43302302_1	NA	27
39146	intersecting or downstream	43318354	43318354	2023_39146	43318354_1	NA	100
255332	intersecting or downstream	43319826	43319826	2023_255332	43319826_1	NA	51
259147	intersecting or downstream	43355382	43355382	2023_259147	43355382_1	NA	100
260212	intersecting or downstream	43476114	43476114	2023_260212	43476114_1	1_4_411	64
216092	intersecting or downstream	43479890	43479890	2023_216092	43479890_1	NA	44
113043	outside	43512054	43512054	2023_113043	43512054_1	1_7_215279	100
218803	intersecting or downstream	43539890	43539890	2023_218803	43539890_1	1_4_958	100
255369	intersecting or downstream	43539986	43539986	2023_255369	43539986_1	NA	29
76260	intersecting or downstream	43598166	43598166	2023_76260	43598166_1	1_7_212511	64
38430	outside	43621622	43621622	2023_38430	43621622_1	NA	100
40028	outside	43636126	43636126	2023_40028	43636126_1	NA	31
226470	outside	43654418	43654418	2023_226470	43654418_1	1_4_888	100
9548	outside	43670465	43670465	2023_9548	43670465_1	1_4_597	100
39386	intersecting or downstream	43722226	43722226	2023_39386	43722226_1	NA	100
123500	intersecting or downstream	43738070	43738070	2023_123500	43738070_1	NA	100
255391	intersecting or downstream	43740690	43740690	2023_255391	43740690_1	NA	100
166915	outside	43755702	43755702	2023_166915	43755702_1	NA	33
209487	outside	43789778	43789778	2023_209487	43789778_1	1_4_1481	100
123575	intersecting or downstream	43812598	43812598	2023_123575	43812598_1	1_7_18423	64
45961	intersecting or downstream	43828086	43828086	2023_45961	43828086_1	NA	100
144015	outside	43832534	43832534	2023_144015	43832534_1	NA	100
206728	outside	43842678	43842678	2023_206728	43842678_1	NA	64
238753	outside	43860178	43860178	2023_238753	43860178_1	NA	100
144000	outside	43881686	43881686	2023_144000	43881686_1	NA	100
123453	intersecting or downstream	43957974	43957974	2023_123453	43957974_1	1_7_9428	100
230710	outside	44029906	44029906	2023_230710	44029906_1	1_4_648	100
224934	intersecting or downstream	44033910	44033910	2023_224934	44033910_1	NA	100
39232	intersecting or downstream	44038482	44038482	2023_39232	44038482_1	1_4_126	100
255476	outside	44053522	44053522	2023_255476	44053522_1	NA	100
209469	outside	44071474	44071474	2023_209469	44071474_1	NA	3
153229	intersecting or downstream	44072134	44072134	2023_153229	44072134_1	NA	100
224816	intersecting or downstream	44076534	44076534	2023_224816	44076534_1	NA	100
180392	intersecting or downstream	44082109	44082109	2023_180392	44082109_1	NA	37
39478	intersecting or downstream	44141298	44141298	2023_39478	44141298_1	1_4_1820	100
206721	outside	44186742	44186742	2023_206721	44186742_1	NA	100
212369	intersecting or downstream	44250546	44250546	2023_212369	44250546_1	1_4_342	100
238603	intersecting or downstream	44261650	44261650	2023_238603	44261650_1	1_4_907	100
255348	intersecting or downstream	44282386	44282386	2023_255348	44282386_1	NA	95
224945	intersecting or downstream	44283766	44283766	2023_224945	44283766_1	NA	100
39342	intersecting or downstream	44293618	44293618	2023_39342	44293618_1	NA	100
39441	intersecting or downstream	44354034	44354034	2023_39441	44354034_1	1_4_1857	100
206704	outside	44375158	44375158	2023_206704	44375158_1	NA	100
259145	intersecting or downstream	44403958	44403958	2023_259145	44403958_1	1_4_857	100
47690	intersecting or downstream	44428126	44428126	2023_47690	44428126_1	NA	99
144048	outside	44451030	44451030	2023_144048	44451030_1	1_7_49516	100
238570	intersecting or downstream	44560658	44560658	2023_238570	44560658_1	1_4_1056	53
209512	outside	44610002	44610002	2023_209512	44610002_1	1_4_594	40
228218	intersecting or downstream	44621106	44621106	2023_228218	44621106_1	NA	10
206701	outside	44637302	44637302	2023_206701	44637302_1	NA	100
169152	outside	44653318	44653318	2023_169152	44653318_1	NA	100
218829	outside	44663682	44663682	2023_218829	44663682_1	1_4_29	100
238628	intersecting or downstream	44714770	44714770	2023_238628	44714770_1	1_4_932	100
216081	intersecting or downstream	44749970	44749970	2023_216081	44749970_1	1_4_510	100
124416	intersecting or downstream	44765058	44765058	2023_124416	44765058_1	NA	66
255335	intersecting or downstream	44773906	44773906	2023_255335	44773906_1	1_7_232396	100
197912	intersecting or downstream	44822870	44822870	2023_197912	44822870_1	1_7_13009	42
79354	intersecting or downstream	44844278	44844278	2023_79354	44844278_1	NA	3
218770	intersecting or downstream	44862898	44862898	2023_218770	44862898_1	NA	100
45993	intersecting or downstream	44871286	44871286	2023_45993	44871286_1	1_7_35896	100
39230	intersecting or downstream	44908626	44908626	2023_39230	44908626_1	1_4_124	100
143999	outside	44930262	44930262	2023_143999	44930262_1	NA	100
40006	outside	44959134	44959134	2023_40006	44959134_1	NA	100
238743	outside	45023442	45023442	2023_238743	45023442_1	NA	100
166743	outside	45032694	45032694	2023_166743	45032694_1	1_7_30998	100
144028	outside	45163734	45163734	2023_144028	45163734_1	NA	100
238507	intersecting or downstream	45175658	45175658	2023_238507	45175658_1	NA	100
238762	outside	45186258	45186258	2023_238762	45186258_1	NA	100
238630	intersecting or downstream	45189906	45189906	2023_238630	45189906_1	1_4_934	100
169160	outside	45210374	45210374	2023_169160	45210374_1	1_7_25683	100
238541	intersecting or downstream	45218066	45218066	2023_238541	45218066_1	1_4_100	100
255408	intersecting or downstream	45280786	45280786	2023_255408	45280786_1	1_4_409	100
197236	intersecting or downstream	45303702	45303702	2023_197236	45303702_1	1_7_31236	56
144635	intersecting or downstream	45344978	45344978	2023_144635	45344978_1	1_7_19327	100
260485	intersecting or downstream	45440617	45440617	2023_260485	45440617_1	NA	13
39330	intersecting or downstream	45475154	45475154	2023_39330	45475154_1	1_4_224	100
241527	intersecting or downstream	45496338	45496338	2023_241527	45496338_1	1_7_26029	23
218788	intersecting or downstream	45501874	45501874	2023_218788	45501874_1	1_4_1029	100
39079	intersecting or downstream	45533666	45533666	2023_39079	45533666_1	NA	100
39308	intersecting or downstream	45539666	45539666	2023_39308	45539666_1	NA	100
39108	intersecting or downstream	45646242	45646242	2023_39108	45646242_1	NA	100
5573	outside	45656030	45656030	2023_5573	45656030_1	1_4_1674	100
39181	intersecting or downstream	45658194	45658194	2023_39181	45658194_1	NA	100
175054	intersecting or downstream	45672513	45672513	2023_175054	45672513_1	NA	100
39228	intersecting or downstream	45695058	45695058	2023_39228	45695058_1	1_4_122	100
218828	outside	45712258	45712258	2023_218828	45712258_1	1_4_28	100
111578	outside	45766046	45766046	2023_111578	45766046_1	1_4_737	48
218394	intersecting or downstream	45766450	45766450	2023_218394	45766450_1	1_4_1523	100
166799	outside	45801006	45801006	2023_166799	45801006_1	1_4_1433	102
39383	intersecting or downstream	45819378	45819378	2023_39383	45819378_1	1_4_277	100
39351	intersecting or downstream	45821426	45821426	2023_39351	45821426_1	NA	100
39071	intersecting or downstream	45828578	45828578	2023_39071	45828578_1	1_7_8902	100
144024	outside	45831382	45831382	2023_144024	45831382_1	NA	100
252509	outside	45873654	45873654	2023_252509	45873654_1	1_4_1637	39
45940	intersecting or downstream	45885302	45885302	2023_45940	45885302_1	NA	100
39292	intersecting or downstream	45912402	45912402	2023_39292	45912402_1	NA	100
226452	outside	45944082	45944082	2023_226452	45944082_1	1_4_1073	100
221124	intersecting or downstream	45987826	45987826	2023_221124	45987826_1	1_7_114565	100
241626	intersecting or downstream	45997010	45997010	2023_241626	45997010_1	NA	43
46044	outside	46008950	46008950	2023_46044	46008950_1	1_7_55002	100
123605	intersecting or downstream	46077942	46077942	2023_123605	46077942_1	NA	100
39074	intersecting or downstream	46123490	46123490	2023_39074	46123490_1	NA	100
33411	intersecting or downstream	46169558	46169558	2023_33411	46169558_1	NA	83
212383	intersecting or downstream	46179762	46179762	2023_212383	46179762_1	NA	100
39486	intersecting or downstream	46224626	46224626	2023_39486	46224626_1	1_4_1812	100
39394	intersecting or downstream	46257650	46257650	2023_39394	46257650_1	1_4_288	100
39336	intersecting or downstream	46259698	46259698	2023_39336	46259698_1	1_4_230	100
144034	outside	46277846	46277846	2023_144034	46277846_1	NA	100
46046	outside	46336630	46336630	2023_46046	46336630_1	1_7_55000	100
259137	intersecting or downstream	46370038	46370038	2023_259137	46370038_1	NA	100
255313	intersecting or downstream	46383634	46383634	2023_255313	46383634_1	1_4_442	63
104295	outside	46446942	46446942	2023_104295	46446942_1	1_4_1651	100
206703	outside	46472310	46472310	2023_206703	46472310_1	NA	100
259146	intersecting or downstream	46501110	46501110	2023_259146	46501110_1	1_4_858	100
238608	intersecting or downstream	46539026	46539026	2023_238608	46539026_1	1_4_912	100
169153	outside	46553862	46553862	2023_169153	46553862_1	NA	100
238588	intersecting or downstream	46559506	46559506	2023_238588	46559506_1	NA	100
209498	outside	46591442	46591442	2023_209498	46591442_1	1_4_1492	100
123609	intersecting or downstream	46618614	46618614	2023_123609	46618614_1	NA	100
581	outside	46630006	46630006	2023_581	46630006_1	1_7_226913	100
143395	outside	46699766	46699766	2023_143395	46699766_1	NA	70
214068	intersecting or downstream	46701686	46701686	2023_214068	46701686_1	1_7_41029	100
259888	intersecting or downstream	46710454	46710454	2023_259888	46710454_1	NA	17
113040	outside	46768374	46768374	2023_113040	46768374_1	1_7_47899	100
39337	intersecting or downstream	46783986	46783986	2023_39337	46783986_1	1_4_231	100
123589	intersecting or downstream	46801910	46801910	2023_123589	46801910_1	NA	100
238760	outside	46809298	46809298	2023_238760	46809298_1	1_4_86	100
9547	outside	46816193	46816193	2023_9547	46816193_1	1_4_596	100
144006	outside	46961878	46961878	2023_144006	46961878_1	NA	100
226453	outside	46992658	46992658	2023_226453	46992658_1	1_4_1074	100
238751	outside	47005906	47005906	2023_238751	47005906_1	NA	100
