rank	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	segment_id_v1_7	prop_3260
203456	intersecting or downstream	11803814	11803814	2023_203456	11803814_1	1_7_1592	100
45942	intersecting or downstream	11806582	11806582	2023_45942	11806582_1	NA	19
259153	intersecting or downstream	11947254	11947254	2023_259153	11947254_1	1_4_1455	100
113053	outside	11956470	11956470	2023_113053	11956470_1	1_7_47413	100
39326	intersecting or downstream	12019026	12019026	2023_39326	12019026_1	1_4_220	100
194189	intersecting or downstream	12094902	12094902	2023_194189	12094902_1	NA	7
72201	outside	12203777	12203777	2023_72201	12203777_1	NA	53
38450	outside	12332590	12332590	2023_38450	12332590_1	NA	72
103402	intersecting or downstream	12388150	12388150	2023_103402	12388150_1	NA	100
144059	outside	12401110	12401110	2023_144059	12401110_1	NA	100
226472	outside	12459282	12459282	2023_226472	12459282_1	1_4_890	100
123503	intersecting or downstream	12542934	12542934	2023_123503	12542934_1	1_4_455	100
39266	intersecting or downstream	12544338	12544338	2023_39266	12544338_1	1_4_160	100
212385	intersecting or downstream	12610226	12610226	2023_212385	12610226_1	NA	100
144056	outside	12666070	12666070	2023_144056	12666070_1	NA	100
175060	intersecting or downstream	12687425	12687425	2023_175060	12687425_1	1_7_121103	37
259130	intersecting or downstream	12713206	12713206	2023_259130	12713206_1	NA	100
218831	outside	12714882	12714882	2023_218831	12714882_1	NA	100
226446	outside	12782866	12782866	2023_226446	12782866_1	1_4_1067	100
238638	intersecting or downstream	12815122	12815122	2023_238638	12815122_1	NA	100
39421	intersecting or downstream	12823026	12823026	2023_39421	12823026_1	1_7_20142	100
255370	intersecting or downstream	12869138	12869138	2023_255370	12869138_1	NA	100
123495	intersecting or downstream	12952534	12952534	2023_123495	12952534_1	NA	100
224935	intersecting or downstream	12969846	12969846	2023_224935	12969846_1	1_4_1542	100
241528	intersecting or downstream	12990482	12990482	2023_241528	12990482_1	NA	18
123777	intersecting or downstream	13024982	13024982	2023_123777	13024982_1	1_7_11716	100
587	outside	13042806	13042806	2023_587	13042806_1	1_7_226907	37
123483	intersecting or downstream	13063126	13063126	2023_123483	13063126_1	1_7_24977	100
123586	intersecting or downstream	13063926	13063926	2023_123586	13063926_1	1_4_447	100
255364	intersecting or downstream	13065746	13065746	2023_255364	13065746_1	NA	95
241020	intersecting or downstream	13124754	13124754	2023_241020	13124754_1	1_7_17009	69
231528	intersecting or downstream	13150162	13150162	2023_231528	13150162_1	1_7_129324	100
175057	intersecting or downstream	13166657	13166657	2023_175057	13166657_1	1_7_121106	100
72021	intersecting or downstream	13211382	13211382	2023_72021	13211382_1	1_7_197943	60
259172	intersecting or downstream	13236342	13236342	2023_259172	13236342_1	NA	42
39425	intersecting or downstream	13249010	13249010	2023_39425	13249010_1	1_7_20138	100
206659	outside	13294454	13294454	2023_206659	13294454_1	NA	100
5551	outside	13320125	13320125	2023_5551	13320125_1	1_4_1133	100
255362	intersecting or downstream	13327890	13327890	2023_255362	13327890_1	NA	97
98823	outside	13370014	13370014	2023_98823	13370014_1	NA	100
46490	intersecting or downstream	13380406	13380406	2023_46490	13380406_1	1_7_26164	100
209508	outside	13397458	13397458	2023_209508	13397458_1	1_4_1502	100
221117	intersecting or downstream	13416434	13416434	2023_221117	13416434_1	NA	100
213701	intersecting or downstream	13454418	13454418	2023_213701	13454418_1	NA	67
238631	intersecting or downstream	13470482	13470482	2023_238631	13470482_1	1_4_935	100
39396	intersecting or downstream	13487602	13487602	2023_39396	13487602_1	NA	100
39402	intersecting or downstream	13503986	13503986	2023_39402	13503986_1	1_7_20161	100
39299	intersecting or downstream	13570386	13570386	2023_39299	13570386_1	1_4_193	100
39368	intersecting or downstream	13606386	13606386	2023_39368	13606386_1	1_4_262	100
144633	intersecting or downstream	13658322	13658322	2023_144633	13658322_1	NA	62
39432	intersecting or downstream	13838834	13838834	2023_39432	13838834_1	1_4_1866	100
144002	outside	13931734	13931734	2023_144002	13931734_1	NA	100
33365	outside	13937526	13937526	2023_33365	13937526_1	NA	100
238613	intersecting or downstream	13967634	13967634	2023_238613	13967634_1	1_4_917	100
35602	intersecting or downstream	13975826	13975826	2023_35602	13975826_1	1_7_74873	54
39362	intersecting or downstream	14044658	14044658	2023_39362	14044658_1	1_4_256	52
39312	intersecting or downstream	14067026	14067026	2023_39312	14067026_1	1_4_206	100
255381	intersecting or downstream	14081554	14081554	2023_255381	14081554_1	1_4_417	100
209499	outside	14085586	14085586	2023_209499	14085586_1	1_4_1493	100
123482	intersecting or downstream	14111702	14111702	2023_123482	14111702_1	1_7_24978	49
39372	intersecting or downstream	14114290	14114290	2023_39372	14114290_1	1_4_266	100
144016	outside	14210262	14210262	2023_144016	14210262_1	NA	100
260898	intersecting or downstream	14234889	14234889	2023_260898	14234889_1	NA	100
144051	outside	14238934	14238934	2023_144051	14238934_1	NA	100
99522	outside	14274678	14274678	2023_99522	14274678_1	NA	100
206675	outside	14314358	14314358	2023_206675	14314358_1	1_7_34550	100
39160	intersecting or downstream	14318674	14318674	2023_39160	14318674_1	NA	100
144023	outside	14374102	14374102	2023_144023	14374102_1	NA	100
39282	intersecting or downstream	14412114	14412114	2023_39282	14412114_1	1_4_176	100
252556	outside	14436854	14436854	2023_252556	14436854_1	1_4_712	100
103414	outside	14546742	14546742	2023_103414	14546742_1	1_4_1893	100
203454	intersecting or downstream	14556326	14556326	2023_203454	14556326_1	1_7_1594	44
255387	intersecting or downstream	14642706	14642706	2023_255387	14642706_1	1_4_1157	89
219280	outside	14667969	14667969	2023_219280	14667969_1	1_4_1371	100
252560	outside	14703478	14703478	2023_252560	14703478_1	NA	100
39463	intersecting or downstream	14727666	14727666	2023_39463	14727666_1	1_4_1835	100
166741	outside	14791926	14791926	2023_166741	14791926_1	NA	103
39334	intersecting or downstream	14802418	14802418	2023_39334	14802418_1	1_4_228	100
39128	intersecting or downstream	14803362	14803362	2023_39128	14803362_1	1_7_8866	100
39209	intersecting or downstream	14843986	14843986	2023_39209	14843986_1	NA	100
39317	intersecting or downstream	14853458	14853458	2023_39317	14853458_1	NA	100
5606	intersecting or downstream	14872542	14872542	2023_5606	14872542_1	1_7_28259	100
38684	outside	14952494	14952494	2023_38684	14952494_1	1_7_191290	75
252552	outside	14961142	14961142	2023_252552	14961142_1	1_4_708	100
255422	intersecting or downstream	15024146	15024146	2023_255422	15024146_1	1_4_1152	67
39481	intersecting or downstream	15043314	15043314	2023_39481	15043314_1	1_4_1817	100
39117	intersecting or downstream	15073698	15073698	2023_39117	15073698_1	1_7_8877	100
5602	intersecting or downstream	15134686	15134686	2023_5602	15134686_1	1_7_28222	100
230692	outside	15153106	15153106	2023_230692	15153106_1	NA	7
39371	intersecting or downstream	15162866	15162866	2023_39371	15162866_1	1_4_265	100
238601	intersecting or downstream	15163666	15163666	2023_238601	15163666_1	NA	100
91126	intersecting or downstream	15168502	15168502	2023_91126	15168502_1	NA	38
123682	intersecting or downstream	15222006	15222006	2023_123682	15222006_1	1_7_29358	100
255314	intersecting or downstream	15254034	15254034	2023_255314	15254034_1	1_4_443	100
39353	intersecting or downstream	15281650	15281650	2023_39353	15281650_1	1_4_247	100
5567	outside	15312862	15312862	2023_5567	15312862_1	NA	85
226469	outside	15342866	15342866	2023_226469	15342866_1	1_4_887	100
143788	outside	15366006	15366006	2023_143788	15366006_1	1_7_50907	34
39415	intersecting or downstream	15395314	15395314	2023_39415	15395314_1	NA	100
103413	outside	15398710	15398710	2023_103413	15398710_1	1_4_1892	100
260216	intersecting or downstream	15426706	15426706	2023_260216	15426706_1	1_4_415	100
241375	intersecting or downstream	15454354	15454354	2023_241375	15454354_1	1_4_544	52
111618	intersecting or downstream	15465774	15465774	2023_111618	15465774_1	1_7_221476	66
98822	outside	15467166	15467166	2023_98822	15467166_1	NA	100
224941	intersecting or downstream	15591286	15591286	2023_224941	15591286_1	NA	100
212372	intersecting or downstream	15611314	15611314	2023_212372	15611314_1	1_4_345	100
218825	outside	15631234	15631234	2023_218825	15631234_1	1_4_25	100
144618	intersecting or downstream	15681298	15681298	2023_144618	15681298_1	1_4_496	100
144021	outside	15684822	15684822	2023_144021	15684822_1	NA	100
166757	outside	15721718	15721718	2023_166757	15721718_1	NA	100
39462	intersecting or downstream	15776242	15776242	2023_39462	15776242_1	1_4_1836	100
84208	outside	15781821	15781821	2023_84208	15781821_1	NA	66
144027	outside	15803606	15803606	2023_144027	15803606_1	NA	100
5582	outside	15960030	15960030	2023_5582	15960030_1	NA	100
39392	intersecting or downstream	16111090	16111090	2023_39392	16111090_1	NA	100
209480	outside	16128562	16128562	2023_209480	16128562_1	1_4_1474	89
194180	intersecting or downstream	16186806	16186806	2023_194180	16186806_1	1_7_59759	100
255365	intersecting or downstream	16211474	16211474	2023_255365	16211474_1	NA	100
212362	intersecting or downstream	16217522	16217522	2023_212362	16217522_1	1_4_335	100
38391	outside	16233718	16233718	2023_38391	16233718_1	1_4_308	100
5612	intersecting or downstream	16289758	16289758	2023_5612	16289758_1	1_7_28151	100
212378	intersecting or downstream	16295346	16295346	2023_212378	16295346_1	1_4_351	100
249423	outside	16376798	16376798	2023_249423	16376798_1	NA	63
80915	outside	16396502	16396502	2023_80915	16396502_1	1_7_32383	46
219277	outside	16437441	16437441	2023_219277	16437441_1	1_4_1368	100
124415	intersecting or downstream	16453506	16453506	2023_124415	16453506_1	NA	86
144623	intersecting or downstream	16459986	16459986	2023_144623	16459986_1	1_4_501	100
255334	intersecting or downstream	16462354	16462354	2023_255334	16462354_1	1_4_786	100
39236	intersecting or downstream	16513362	16513362	2023_39236	16513362_1	1_4_130	100
123679	intersecting or downstream	16532726	16532726	2023_123679	16532726_1	1_7_29361	100
46045	outside	16648822	16648822	2023_46045	16648822_1	1_7_55001	100
260185	intersecting or downstream	16650386	16650386	2023_260185	16650386_1	NA	86
209492	outside	16657874	16657874	2023_209492	16657874_1	1_4_1486	100
166861	outside	16660206	16660206	2023_166861	16660206_1	1_7_190782	83
83543	outside	16680086	16680086	2023_83543	16680086_1	NA	97
39095	intersecting or downstream	16682066	16682066	2023_39095	16682066_1	NA	100
19761	outside	16771521	16771521	2023_19761	16771521_1	1_7_157562	100
46493	intersecting or downstream	16788278	16788278	2023_46493	16788278_1	NA	49
212382	intersecting or downstream	16819634	16819634	2023_212382	16819634_1	1_4_355	100
39068	intersecting or downstream	16943586	16943586	2023_39068	16943586_1	NA	100
238258	intersecting or downstream	16949401	16949401	2023_238258	16949401_1	NA	29
5571	outside	16951262	16951262	2023_5571	16951262_1	1_4_1672	100
39138	intersecting or downstream	16966050	16966050	2023_39138	16966050_1	1_7_8856	100
249718	outside	16967286	16967286	2023_249718	16967286_1	NA	25
175050	intersecting or downstream	16967745	16967745	1_4_1008	16967745_1	1_4_1008	100
80911	outside	16986326	16986326	2023_80911	16986326_1	1_4_1424	41
40023	outside	17061278	17061278	2023_40023	17061278_1	NA	100
206702	outside	17112182	17112182	2023_206702	17112182_1	NA	100
46036	outside	17123958	17123958	2023_46036	17123958_1	1_7_55010	100
166844	outside	17159918	17159918	2023_166844	17159918_1	1_7_190756	89
255374	intersecting or downstream	17161746	17161746	2023_255374	17161746_1	NA	91
5594	outside	17172446	17172446	2023_5594	17172446_1	NA	100
166856	outside	17241838	17241838	2023_166856	17241838_1	NA	87
255480	outside	17282066	17282066	2023_255480	17282066_1	1_4_1233	100
39473	intersecting or downstream	17299954	17299954	2023_39473	17299954_1	1_4_1825	100
90378	intersecting or downstream	17350046	17350046	2023_90378	17350046_1	NA	100
224929	intersecting or downstream	17360758	17360758	2023_224929	17360758_1	NA	100
39493	intersecting or downstream	17421554	17421554	2023_39493	17421554_1	NA	100
218834	outside	17433474	17433474	2023_218834	17433474_1	NA	100
39124	intersecting or downstream	17441186	17441186	2023_39124	17441186_1	1_7_8870	100
260215	intersecting or downstream	17523858	17523858	2023_260215	17523858_1	1_4_414	100
123460	intersecting or downstream	17548246	17548246	2023_123460	17548246_1	NA	100
123577	intersecting or downstream	17598198	17598198	2023_123577	17598198_1	1_7_18421	100
206665	outside	17619830	17619830	2023_206665	17619830_1	1_4_569	100
113057	outside	17641718	17641718	2023_113057	17641718_1	NA	100
233090	intersecting or downstream	17649074	17649074	2023_233090	17649074_1	NA	102
39112	intersecting or downstream	17662370	17662370	2023_39112	17662370_1	1_7_8882	100
213782	intersecting or downstream	17700946	17700946	2023_213782	17700946_1	1_4_59	100
39318	intersecting or downstream	17720658	17720658	2023_39318	17720658_1	1_4_212	100
39497	intersecting or downstream	17749234	17749234	2023_39497	17749234_1	1_4_1801	100
39300	intersecting or downstream	17764690	17764690	2023_39300	17764690_1	1_4_194	100
226474	outside	17767698	17767698	2023_226474	17767698_1	1_4_892	100
144019	outside	17781974	17781974	2023_144019	17781974_1	NA	100
50548	outside	17804662	17804662	2023_50548	17804662_1	1_7_83282	51
213812	intersecting or downstream	17835858	17835858	2023_213812	17835858_1	1_4_54	100
212386	intersecting or downstream	17853106	17853106	2023_212386	17853106_1	NA	100
123649	intersecting or downstream	17889270	17889270	2023_123649	17889270_1	1_7_22200	73
39356	intersecting or downstream	17903090	17903090	2023_39356	17903090_1	1_4_250	100
255425	intersecting or downstream	17907730	17907730	2023_255425	17907730_1	1_7_17866	102
238531	intersecting or downstream	17926418	17926418	2023_238531	17926418_1	1_7_20568	100
45966	intersecting or downstream	17941366	17941366	2023_45966	17941366_1	NA	100
212357	intersecting or downstream	17980082	17980082	2023_212357	17980082_1	1_4_330	100
39186	intersecting or downstream	18002002	18002002	2023_39186	18002002_1	NA	100
206656	outside	18013046	18013046	2023_206656	18013046_1	NA	81
227988	outside	18075622	18075622	2023_227988	18075622_1	NA	29
166756	outside	18081014	18081014	2023_166756	18081014_1	NA	100
39280	intersecting or downstream	18082130	18082130	2023_39280	18082130_1	NA	100
92834	outside	18086550	18086550	2023_92834	18086550_1	1_7_197728	29
123578	intersecting or downstream	18122486	18122486	2023_123578	18122486_1	1_7_18099	100
39145	intersecting or downstream	18152530	18152530	2023_39145	18152530_1	1_7_8849	100
123775	intersecting or downstream	18153174	18153174	2023_123775	18153174_1	1_7_26643	100
144614	intersecting or downstream	18171666	18171666	2023_144614	18171666_1	1_4_492	41
213779	intersecting or downstream	18270290	18270290	2023_213779	18270290_1	1_4_56	46
226459	outside	18271506	18271506	2023_226459	18271506_1	NA	86
224761	intersecting or downstream	18302454	18302454	2023_224761	18302454_1	NA	51
39388	intersecting or downstream	18404850	18404850	2023_39388	18404850_1	NA	100
39237	intersecting or downstream	18413906	18413906	2023_39237	18413906_1	1_4_131	100
103407	intersecting or downstream	18417462	18417462	2023_103407	18417462_1	1_4_1347	100
206699	outside	18422902	18422902	2023_206699	18422902_1	1_4_1184	100
5546	outside	18431933	18431933	2023_5546	18431933_1	1_4_1128	56
238517	intersecting or downstream	18499858	18499858	2023_238517	18499858_1	1_4_1108	100
39167	intersecting or downstream	18509906	18509906	2023_39167	18509906_1	NA	100
39457	intersecting or downstream	18512370	18512370	2023_39457	18512370_1	1_4_1841	100
216080	intersecting or downstream	18535570	18535570	2023_216080	18535570_1	1_4_509	100
39385	intersecting or downstream	18556402	18556402	2023_39385	18556402_1	1_4_279	100
113060	outside	18591990	18591990	2023_113060	18591990_1	NA	82
206685	outside	18672502	18672502	2023_206685	18672502_1	NA	100
39157	intersecting or downstream	18709586	18709586	2023_39157	18709586_1	NA	100
166811	outside	18722350	18722350	2023_166811	18722350_1	NA	100
218837	outside	18744194	18744194	2023_218837	18744194_1	1_4_37	100
255386	intersecting or downstream	18837010	18837010	2023_255386	18837010_1	1_4_1156	85
212389	intersecting or downstream	18901682	18901682	2023_212389	18901682_1	1_4_362	100
39240	intersecting or downstream	18938194	18938194	2023_39240	18938194_1	1_4_134	100
39265	intersecting or downstream	18966866	18966866	2023_39265	18966866_1	1_4_159	100
39436	intersecting or downstream	18991602	18991602	2023_39436	18991602_1	1_4_1862	100
260187	intersecting or downstream	19009682	19009682	2023_260187	19009682_1	1_7_18805	100
216078	intersecting or downstream	19059858	19059858	2023_216078	19059858_1	1_4_507	100
39270	intersecting or downstream	19097938	19097938	2023_39270	19097938_1	1_4_164	100
99527	outside	19124342	19124342	2023_99527	19124342_1	NA	100
39477	intersecting or downstream	19134962	19134962	2023_39477	19134962_1	NA	100
255343	intersecting or downstream	19214866	19214866	2023_255343	19214866_1	1_4_441	100
238755	outside	19218642	19218642	2023_238755	19218642_1	1_4_81	100
194181	intersecting or downstream	19332534	19332534	2023_194181	19332534_1	NA	100
39325	intersecting or downstream	19359058	19359058	2023_39325	19359058_1	1_4_219	100
218814	intersecting or downstream	19382962	19382962	2023_218814	19382962_1	1_4_952	100
219271	outside	19460289	19460289	2023_219271	19460289_1	1_4_1362	100
83580	intersecting or downstream	19471086	19471086	2023_83580	19471086_1	NA	100
40029	outside	19535262	19535262	2023_40029	19535262_1	NA	100
5550	outside	19611581	19611581	2023_5550	19611581_1	1_4_1132	100
144621	intersecting or downstream	19613458	19613458	2023_144621	19613458_1	1_4_499	100
206710	outside	19618934	19618934	2023_206710	19618934_1	NA	100
218791	intersecting or downstream	19619250	19619250	2023_218791	19619250_1	1_4_1032	100
123593	intersecting or downstream	19637238	19637238	2023_123593	19637238_1	1_7_23083	100
102598	intersecting or downstream	19646198	19646198	2023_102598	19646198_1	NA	100
79222	outside	19650262	19650262	2023_79222	19650262_1	NA	99
123687	intersecting or downstream	19657974	19657974	2023_123687	19657974_1	1_7_29353	100
153227	intersecting or downstream	19692742	19692742	2023_153227	19692742_1	NA	62
5614	intersecting or downstream	19714014	19714014	2023_5614	19714014_1	1_7_28149	100
103401	intersecting or downstream	19728182	19728182	2023_103401	19728182_1	NA	100
238526	intersecting or downstream	19892498	19892498	2023_238526	19892498_1	NA	100
238540	intersecting or downstream	19921170	19921170	2023_238540	19921170_1	NA	100
39136	intersecting or downstream	19947938	19947938	2023_39136	19947938_1	1_7_8858	100
206730	outside	19987574	19987574	2023_206730	19987574_1	1_4_1215	100
123592	intersecting or downstream	20063222	20063222	2023_123592	20063222_1	1_7_23084	100
203867	intersecting or downstream	20073366	20073366	2023_203867	20073366_1	1_7_31360	33
39212	intersecting or downstream	20152402	20152402	2023_39212	20152402_1	NA	100
123684	intersecting or downstream	20182262	20182262	2023_123684	20182262_1	1_7_29356	100
206680	outside	20212598	20212598	2023_206680	20212598_1	NA	74
39442	intersecting or downstream	20236786	20236786	2023_39442	20236786_1	1_4_1856	100
255373	intersecting or downstream	20307474	20307474	2023_255373	20307474_1	NA	100
113047	outside	20312310	20312310	2023_113047	20312310_1	1_7_215275	100
39404	intersecting or downstream	20319730	20319730	2023_39404	20319730_1	1_7_20159	100
144025	outside	20337878	20337878	2023_144025	20337878_1	NA	100
238598	intersecting or downstream	20341010	20341010	2023_238598	20341010_1	NA	103
220152	intersecting or downstream	20372630	20372630	2023_220152	20372630_1	NA	45
169156	outside	20404998	20404998	2023_169156	20404998_1	NA	100
45994	intersecting or downstream	20409974	20409974	2023_45994	20409974_1	1_7_35895	56
113042	outside	20443382	20443382	2023_113042	20443382_1	1_7_198658	100
39273	intersecting or downstream	20457810	20457810	2023_39273	20457810_1	1_4_167	100
123681	intersecting or downstream	20464886	20464886	2023_123681	20464886_1	1_7_29359	100
201258	outside	20491478	20491478	2023_201258	20491478_1	NA	99
90380	intersecting or downstream	20495774	20495774	2023_90380	20495774_1	NA	100
39238	intersecting or downstream	20511058	20511058	2023_39238	20511058_1	1_4_132	100
40030	outside	20583838	20583838	2023_40030	20583838_1	NA	100
39384	intersecting or downstream	20653554	20653554	2023_39384	20653554_1	1_4_278	100
206733	outside	20675702	20675702	2023_206733	20675702_1	NA	100
102600	intersecting or downstream	20694774	20694774	2023_102600	20694774_1	NA	100
213712	intersecting or downstream	20708434	20708434	2023_213712	20708434_1	1_7_13341	26
219272	outside	20713665	20713665	2023_219272	20713665_1	1_4_1363	100
38449	outside	20721198	20721198	2023_38449	20721198_1	NA	102
209465	outside	20740658	20740658	2023_209465	20740658_1	1_4_1506	76
33415	intersecting or downstream	20741590	20741590	2023_33415	20741590_1	NA	100
255415	intersecting or downstream	20754450	20754450	2023_255415	20754450_1	NA	100
166820	outside	20758062	20758062	2023_166820	20758062_1	NA	100
589	outside	20776054	20776054	2023_589	20776054_1	1_7_226905	100
218763	intersecting or downstream	20784562	20784562	2023_218763	20784562_1	NA	100
194185	intersecting or downstream	20905398	20905398	2023_194185	20905398_1	NA	100
169158	outside	20929286	20929286	2023_169158	20929286_1	1_7_25685	100
83577	intersecting or downstream	20978414	20978414	2023_83577	20978414_1	NA	100
39151	intersecting or downstream	21052498	21052498	2023_39151	21052498_1	NA	100
238763	outside	21069010	21069010	2023_238763	21069010_1	1_4_89	100
39113	intersecting or downstream	21070242	21070242	2023_39113	21070242_1	1_7_8881	100
238749	outside	21102802	21102802	2023_238749	21102802_1	1_4_75	100
221120	intersecting or downstream	21215218	21215218	2023_221120	21215218_1	NA	100
255441	outside	21225490	21225490	2023_255441	21225490_1	NA	25
144634	intersecting or downstream	21227730	21227730	2023_144634	21227730_1	NA	29
39455	intersecting or downstream	21248498	21248498	2023_39455	21248498_1	NA	100
123529	intersecting or downstream	21333974	21333974	2023_123529	21333974_1	NA	100
39406	intersecting or downstream	21368306	21368306	2023_39406	21368306_1	1_7_20157	100
218392	intersecting or downstream	21387058	21387058	2023_218392	21387058_1	1_4_1521	100
39170	intersecting or downstream	21393490	21393490	2023_39170	21393490_1	NA	100
37817	outside	21479030	21479030	2023_37817	21479030_1	1_7_170696	100
238620	intersecting or downstream	21539602	21539602	2023_238620	21539602_1	1_4_924	100
39303	intersecting or downstream	21631314	21631314	2023_39303	21631314_1	NA	100
255392	intersecting or downstream	21720594	21720594	2023_255392	21720594_1	NA	91
143990	outside	21778646	21778646	2023_143990	21778646_1	NA	100
206666	outside	21814134	21814134	2023_206666	21814134_1	1_4_570	100
238645	intersecting or downstream	21846802	21846802	2023_238645	21846802_1	1_4_901	100
218826	outside	21857154	21857154	2023_218826	21857154_1	1_4_26	100
238515	intersecting or downstream	21973266	21973266	2023_238515	21973266_1	NA	100
249685	intersecting or downstream	21989238	21989238	2023_249685	21989238_1	NA	20
39135	intersecting or downstream	22045090	22045090	2023_39135	22045090_1	1_7_8859	100
105436	intersecting or downstream	22046358	22046358	2023_105436	22046358_1	1_7_189932	26
39044	intersecting or downstream	22047202	22047202	2023_39044	22047202_1	1_4_981	100
252528	outside	22055414	22055414	2023_252528	22055414_1	1_4_693	100
40872	intersecting or downstream	22065622	22065622	2023_40872	22065622_1	NA	85
39395	intersecting or downstream	22140402	22140402	2023_39395	22140402_1	1_4_289	100
39187	intersecting or downstream	22196306	22196306	2023_39187	22196306_1	NA	100
255346	intersecting or downstream	22262290	22262290	2023_255346	22262290_1	NA	100
260191	intersecting or downstream	22270098	22270098	2023_260191	22270098_1	1_7_18801	94
218799	intersecting or downstream	22306226	22306226	2023_218799	22306226_1	1_4_1040	100
255372	intersecting or downstream	22306322	22306322	2023_255372	22306322_1	NA	100
123776	intersecting or downstream	22347478	22347478	2023_123776	22347478_1	NA	100
90096	intersecting or downstream	22370862	22370862	2023_90096	22370862_1	NA	14
39059	intersecting or downstream	22383074	22383074	2023_39059	22383074_1	NA	100
224938	intersecting or downstream	22407030	22407030	2023_224938	22407030_1	NA	100
113048	outside	22409462	22409462	2023_113048	22409462_1	1_7_215274	100
154790	outside	22432246	22432246	2023_154790	22432246_1	NA	7
212363	intersecting or downstream	22508978	22508978	2023_212363	22508978_1	1_4_336	100
123665	intersecting or downstream	22512886	22512886	2023_123665	22512886_1	NA	17
250733	outside	22532070	22532070	2023_250733	22532070_1	NA	100
99529	outside	22532214	22532214	2023_99529	22532214_1	NA	20
39247	intersecting or downstream	22559058	22559058	2023_39247	22559058_1	1_4_141	100
180399	intersecting or downstream	22634429	22634429	2023_180399	22634429_1	1_7_210208	12
213840	intersecting or downstream	22636370	22636370	2023_213840	22636370_1	NA	100
218393	intersecting or downstream	22697778	22697778	2023_218393	22697778_1	1_4_1522	100
252522	outside	22706678	22706678	2023_252522	22706678_1	1_4_687	34
166761	outside	22734070	22734070	2023_166761	22734070_1	NA	100
38223	outside	22761622	22761622	2023_38223	22761622_1	NA	43
238525	intersecting or downstream	22776082	22776082	2023_238525	22776082_1	1_7_20543	100
238635	intersecting or downstream	22776594	22776594	2023_238635	22776594_1	1_4_939	100
238536	intersecting or downstream	22804754	22804754	2023_238536	22804754_1	NA	100
144631	intersecting or downstream	22833362	22833362	2023_144631	22833362_1	NA	23
255428	outside	22839314	22839314	2023_255428	22839314_1	NA	100
206686	outside	22866806	22866806	2023_206686	22866806_1	NA	100
39111	intersecting or downstream	22905250	22905250	2023_39111	22905250_1	1_7_8883	100
39061	intersecting or downstream	22907362	22907362	2023_39061	22907362_1	1_7_8912	100
123787	intersecting or downstream	23020502	23020502	2023_123787	23020502_1	1_7_18438	100
39091	intersecting or downstream	23039058	23039058	2023_39091	23039058_1	NA	100
219281	outside	23056577	23056577	2023_219281	23056577_1	1_4_1372	99
230711	outside	23058386	23058386	2023_230711	23058386_1	1_4_649	100
39083	intersecting or downstream	23125394	23125394	2023_39083	23125394_1	NA	100
113056	outside	23146742	23146742	2023_113056	23146742_1	NA	100
39150	intersecting or downstream	23149650	23149650	2023_39150	23149650_1	1_7_8844	100
238629	intersecting or downstream	23169810	23169810	2023_238629	23169810_1	1_4_933	100
144012	outside	23188694	23188694	2023_144012	23188694_1	NA	100
238594	intersecting or downstream	23224594	23224594	2023_238594	23224594_1	1_7_3809	100
102603	intersecting or downstream	23250678	23250678	2023_102603	23250678_1	NA	24
39193	intersecting or downstream	23273554	23273554	2023_39193	23273554_1	NA	100
224944	intersecting or downstream	23312246	23312246	2023_224944	23312246_1	NA	100
39060	intersecting or downstream	23431650	23431650	2023_39060	23431650_1	NA	100
99523	outside	23449718	23449718	2023_99523	23449718_1	NA	100
209494	outside	23473618	23473618	2023_209494	23473618_1	1_4_1488	100
123457	intersecting or downstream	23510742	23510742	2023_123457	23510742_1	1_7_9424	100
238524	intersecting or downstream	23562514	23562514	2023_238524	23562514_1	NA	100
158925	outside	23619049	23619049	2023_158925	23619049_1	1_7_416	48
255354	intersecting or downstream	23638546	23638546	2023_255354	23638546_1	1_4_433	91
218840	outside	23643010	23643010	2023_218840	23643010_1	NA	17
39409	intersecting or downstream	23662066	23662066	2023_39409	23662066_1	NA	100
39494	intersecting or downstream	23713010	23713010	2023_39494	23713010_1	1_4_1804	100
39259	intersecting or downstream	23767378	23767378	2023_39259	23767378_1	1_4_153	100
238509	intersecting or downstream	23808274	23808274	2023_238509	23808274_1	NA	100
5579	outside	23824350	23824350	2023_5579	23824350_1	NA	90
238636	intersecting or downstream	23825170	23825170	2023_238636	23825170_1	1_4_940	100
5575	outside	23898078	23898078	2023_5575	23898078_1	NA	100
255414	intersecting or downstream	23900178	23900178	2023_255414	23900178_1	1_4_408	100
256603	intersecting or downstream	23927266	23927266	2023_256603	23927266_1	NA	100
39262	intersecting or downstream	23947602	23947602	2023_39262	23947602_1	NA	100
144013	outside	23975126	23975126	2023_144013	23975126_1	NA	100
123603	intersecting or downstream	24028150	24028150	2023_123603	24028150_1	NA	100
39316	intersecting or downstream	24028498	24028498	2023_39316	24028498_1	1_4_210	100
74742	intersecting or downstream	24033142	24033142	2023_74742	24033142_1	NA	103
255305	intersecting or downstream	24056426	24056426	2023_255305	24056426_1	NA	94
39323	intersecting or downstream	24077650	24077650	2023_39323	24077650_1	1_4_217	100
219279	outside	24105153	24105153	2023_219279	24105153_1	1_4_1370	100
213843	intersecting or downstream	24123218	24123218	2023_213843	24123218_1	NA	100
255432	outside	24150034	24150034	2023_255432	24150034_1	1_4_406	100
