sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source	area_class	sac
LIMZNH0111	LIMZNH0111	31	32202422	32202422	original sample frame	1	1
LIMZNH0385	LIMZNH0385	31	32380626	32380626	watersurfaces_hab_v5	2	1
ANTHGS0472	ANTHGS0472	31	32490910	32490910	watersurfaces_hab_v5	1	1
ANTRIJ0307	ANTRIJ0307	31	32580766	32580766	watersurfaces_hab_v5	1	1
ANTARE0309	ANTARE0309	31	32601646	32601646	watersurfaces_hab_v5	1	1
LIMGNK0180	LIMGNK0180	31	33286450	33286450	assessments monitoring cycle 1	2	1
LIMHVL0248	LIMHVL0248	31	33386166	33386166	original sample frame	2	1
LIMBRG0367	LIMBRG0367	31	33662134	33662134	watersurfaces_hab_v5	3	0
LIMGNK0887	LIMGNK0887	31	33663282	33663282	watersurfaces_hab_v5	1	1
ANTBSE0053	ANTBSE0053	31	33732254	33732254	watersurfaces_hab_v5	2	1
ANTRIJ0053	ANTRIJ0053	31	34034846	34034846	original sample frame/assessments monitoring cycle 1	1	1
LIMHAS0624	LIMHAS0624	31	34246962	34246962	watersurfaces_hab_v5	2	0
LIMZNH0469	LIMZNH0469	31	34283190	34283190	original sample frame	1	1
ANTBCT0794	ANTBCT0794	31	34787486	34787486	watersurfaces_hab_v5	2	1
WVLWIN0255	WVLWIN0255	31	35012673	35012673	watersurfaces_hab_v5	1	1
LIMDPB0124	LIMDPB0124	31	35032370	35032370	watersurfaces_hab_v5	1	0
LIMMGR0346	LIMMGR0346	31	35082066	35082066	watersurfaces_hab_v5	1	0
LIMKRS0347	LIMKRS0347	31	35236914	35236914	watersurfaces_hab_v5	1	1
ANTMOL0142	ANTMOL0142	31	35255414	35255414	original sample frame	2	0
ANTRIJ0171	ANTRIJ0171	31	35259294	35259294	original sample frame/assessments monitoring cycle 1	1	0
ANTMRK0015	ANTMRK0015	31	35402142	35402142	watersurfaces_hab_v5	2	0
ANTBSE0194	ANTBSE0194	31	35415710	35415710	watersurfaces_hab_v5	3	1
ANTMOL0152	ANTMOL0152	31	35492982	35492982	assessments monitoring cycle 1	3	1
ANTBSE0279	ANTBSE0279	31	35567262	35567262	watersurfaces_hab_v5	2	1
ANTTUR0079	ANTTUR0079	31	35594542	35594542	watersurfaces_hab_v5	1	0
LIMHVL0062	LIMHVL0062	31	36102838	36102838	original sample frame	1	1
ANTHGS0492	ANTHGS0492	31	36226462	36226462	watersurfaces_hab_v5	1	0
LIMGNK0081	LIMGNK0081	31	36497714	36497714	assessments monitoring cycle 1	2	1
LIMZNH0046	LIMZNH0046	31	36921014	36921014	watersurfaces_hab_v5	2	1
ANTMEE0180	ANTMEE0180	31	36935158	36935158	watersurfaces_hab_v5	1	1
LIMHAS0490	LIMHAS0490	31	37175014	37175014	watersurfaces_hab_v5	1	1
ANTBCT0613	ANTBCT0613	31	37417118	37417118	watersurfaces_hab_v5	1	0
ANTBSE0014	ANTBSE0014	31	37464734	37464734	watersurfaces_hab_v5	2	0
ANTVOR0157	ANTVOR0157	31	37529814	37529814	watersurfaces_hab_v5	2	0
ANTVOR0159	ANTVOR0159	31	37753302	37753302	watersurfaces_hab_v5	1	0
LIMZNH0225	LIMZNH0225	31	37818086	37818086	assessments monitoring cycle 1	3	1
ANTRIJ0071	ANTRIJ0071	31	37823646	37823646	watersurfaces_hab_v5	1	1
LIMZNH0539	LIMZNH0539	31	37899958	37899958	assessments monitoring cycle 1	3	1
LIMDPB0046	LIMDPB0046	31	37973298	37973298	watersurfaces_hab_v5	2	0
VBRBEG0171	VBRBEG0171	31	37985622	37985622	watersurfaces_hab_v5	1	0
LIMZNH0480	LIMZNH0480	31	38313654	38313654	watersurfaces_hab_v5	1	1
639446_v2020	639446_v2020	31	38511542	38511542	watersurfaces_hab_v5	2	1
LIMZNH0223	LIMZNH0223	31	38575798	38575798	original sample frame	2	1
ANTBSE0030	ANTBSE0030	31	38676126	38676126	watersurfaces_hab_v5	2	0
ANTTUR0310	ANTTUR0310	31	38688046	38688046	watersurfaces_hab_v5	1	1
LIMBRE0113	LIMBRE0113	31	38809746	38809746	watersurfaces_hab_v5	2	1
ANTRIJ0027	ANTRIJ0027	31	38872222	38872222	watersurfaces_hab_v5	1	1
ANTRIJ0045	ANTRIJ0045	31	38872222	38872222	watersurfaces_hab_v5	1	1
LIMZNH0548	LIMZNH0548	31	39100086	39100086	original sample frame	3	1
LIMZNH0514	LIMZNH0514	31	39112422	39112422	watersurfaces_hab_v5	1	1
LIMZNH0022	LIMZNH0022	31	39411382	39411382	original sample frame	1	1
LIMHAS0518	LIMHAS0518	31	39485746	39485746	watersurfaces_hab_v5	2	1
ANTTUR0628	ANTTUR0628	31	39768366	39768366	watersurfaces_hab_v5	1	1
WVLBRN0422	WVLBRN0422	31	39905345	39905345	watersurfaces_hab_v5	1	1
LIMLOM0475	LIMLOM0475	31	40200566	40200566	original sample frame/assessments monitoring cycle 1	3	0
ANTBSE0165	ANTBSE0165	31	40393374	40393374	original sample frame/assessments monitoring cycle 1	2	0
ANTMOL0546	ANTMOL0546	31	40410230	40410230	watersurfaces_hab_v5	1	1
LIMZNH0171	LIMZNH0171	31	40459958	40459958	original sample frame	1	1
LIMHAS0541	LIMHAS0541	31	40582886	40582886	watersurfaces_hab_v5	1	1
ANTBSE0197	ANTBSE0197	31	40691358	40691358	watersurfaces_hab_v5	2	1
LIMHAS0855	LIMHAS0855	31	40759602	40759602	watersurfaces_hab_v5	2	0
LIMDPB0320	LIMDPB0320	31	40901938	40901938	watersurfaces_hab_v5	2	0
ANTMRK0292	ANTMRK0292	31	41087390	41087390	watersurfaces_hab_v5	3	0
ANTMOL0099	ANTMOL0099	31	41125614	41125614	assessments monitoring cycle 1	1	0
LIMGNK0898	LIMGNK0898	31	41341234	41341234	watersurfaces_hab_v5	1	1
ANTRIJ0008	ANTRIJ0008	31	41477278	41477278	watersurfaces_hab_v5	3	0
ANTRIJ0092	ANTRIJ0092	31	41526942	41526942	watersurfaces_hab_v5	1	0
LIMHAS0545	LIMHAS0545	31	41762534	41762534	watersurfaces_hab_v5	2	1
LIMMSK0003	LIMMSK0003	31	41973586	41973586	watersurfaces_hab_v5	1	1
ANTRIJ0058	ANTRIJ0058	31	42017950	42017950	watersurfaces_hab_v5	1	1
ANTBSE0193	ANTBSE0193	31	42083998	42083998	watersurfaces_hab_v5	2	0
ANTMAL0118	ANTMAL0118	31	42153118	42153118	watersurfaces_hab_v5	2	1
ANTBCT0596	ANTBCT0596	31	42332318	42332318	watersurfaces_hab_v5	1	1
ANTRIJ0024	ANTRIJ0024	31	42529950	42529950	watersurfaces_hab_v5	1	1
LIMGNK0169	LIMGNK0169	31	42576178	42576178	watersurfaces_hab_v5	2	1
ANTRIJ0017	ANTRIJ0017	31	43066526	43066526	watersurfaces_hab_v5	1	1
LIMHAS0463	LIMHAS0463	31	43114214	43114214	original sample frame/assessments monitoring cycle 1	2	0
ANTMOL0134	ANTMOL0134	31	43119734	43119734	original sample frame	2	0
LIMZNH0152	LIMZNH0152	31	13999798	43359926	original sample frame	2	1
LIMZNH0479	LIMZNH0479	31	43359926	43359926	original sample frame	1	1
ANTRIJ0021	ANTRIJ0021	31	44115102	44115102	watersurfaces_hab_v5	1	1
ANTBSE0338	ANTBSE0338	31	44131998	44131998	original sample frame/assessments monitoring cycle 1	2	1
ANTRIJ0041	ANTRIJ0041	31	44168350	44168350	assessments monitoring cycle 1	3	1
LIMMSK0353	LIMMSK0353	31	44201810	44201810	assessments monitoring cycle 1	3	1
ANTBSE0365	ANTBSE0365	31	44280478	44280478	watersurfaces_hab_v5	2	0
ANTBAA0542	ANTBAA0542	31	44500382	44500382	watersurfaces_hab_v5	1	0
LIMZNH0431	LIMZNH0431	31	45141734	45141734	watersurfaces_hab_v5	3	1
LIMHAS0569	LIMHAS0569	31	45682406	45682406	watersurfaces_hab_v5	2	1
LIMGNK0176	LIMGNK0176	31	46059826	46059826	watersurfaces_hab_v5	1	1
LIMZNH0177	LIMZNH0177	31	46321334	46321334	original sample frame	1	1
ANTRET0186	ANTRET0186	31	46362158	46362158	watersurfaces_hab_v5	3	0
ANTBSE0159	ANTBSE0159	31	46413470	46413470	watersurfaces_hab_v5	2	1
ANTRAV0289	ANTRAV0289	31	46832430	46832430	watersurfaces_hab_v5	1	1
LIMZNH0048	LIMZNH0048	31	46911158	46911158	original sample frame	1	1
ANTARE0200	ANTARE0200	31	47027950	47027950	assessments monitoring cycle 1	3	1
ANTRIJ0048	ANTRIJ0048	31	47768734	47768734	watersurfaces_hab_v5	1	0
ANTRIJ0052	ANTRIJ0052	31	47838366	47838366	watersurfaces_hab_v5	2	1
LIMDPB0319	LIMDPB0319	31	48044338	48044338	watersurfaces_hab_v5	2	1
LIMKIN0100	LIMKIN0100	31	48443794	48443794	watersurfaces_hab_v5	2	1
ANTRIJ0007	ANTRIJ0007	31	48555166	48555166	watersurfaces_hab_v5	2	0
LIMZNH0068	LIMZNH0068	31	48586422	48586422	original sample frame	2	1
ANTBCT0583	ANTBCT0583	31	48746654	48746654	watersurfaces_hab_v5	2	1
ANTBCT0590	ANTBCT0590	31	48902302	48902302	watersurfaces_hab_v5	2	0
ANTTUR0047	ANTTUR0047	31	49029422	49029422	watersurfaces_hab_v5	1	0
LIMGNK0175	LIMGNK0175	31	49473842	49473842	watersurfaces_hab_v5	1	1
398739_v2023	398739_v2023	31	49630902	49630902	watersurfaces_hab_v5	1	1
ANTMOL0527	ANTMOL0527	31	49768174	49768174	original sample frame	1	1
LIMZNH0508	LIMZNH0508	31	49785554	49785554	watersurfaces_hab_v5	2	1
LIMGNK0055	LIMGNK0055	31	50260274	50260274	assessments monitoring cycle 1	3	1
LIMBRE0071	LIMBRE0071	31	50344082	50344082	watersurfaces_hab_v5	2	1
LIMZNH0003	LIMZNH0003	31	50515638	50515638	original sample frame	1	1
LIMGNK0144	LIMGNK0144	31	50575666	50575666	watersurfaces_hab_v5	1	1
LIMZNH0174	LIMZNH0174	31	50634422	50634422	original sample frame	2	1
LIMHAS0525	LIMHAS0525	31	50893106	50893106	watersurfaces_hab_v5	2	0
LIMGNK0083	LIMGNK0083	31	50909490	50909490	watersurfaces_hab_v5	1	1
LIMZNH0044	LIMZNH0044	31	51011254	51011254	watersurfaces_hab_v5	2	1
534855_v2018	534855_v2018	31	51074350	51074350	watersurfaces_hab_v5	1	1
ANTBSE0401	ANTBSE0401	31	51263134	51263134	watersurfaces_hab_v5	1	1
ANTKAL0345	ANTKAL0345	31	51274462	51274462	watersurfaces_hab_v5	2	1
LIMHAS0620	LIMHAS0620	31	51330790	51330790	watersurfaces_hab_v5	1	1
LIMHVL0081	LIMHVL0081	31	51372726	51372726	original sample frame	2	1
LIMMSK0100	LIMMSK0100	31	51373906	51373906	watersurfaces_hab_v5	2	1
ANTHGS0566	ANTHGS0566	31	51498398	51498398	watersurfaces_hab_v5	1	1
VBRARS0556	VBRARS0556	31	51851398	51851398	watersurfaces_hab_v5	1	1
LIMZNH0185	LIMZNH0185	31	52154038	52154038	original sample frame	1	1
OVLALT0332	OVLALT0332	31	52772809	52772809	assessments monitoring cycle 1	3	1
ANTBCT0636	ANTBCT0636	31	52798622	52798622	watersurfaces_hab_v5	2	1
LIMGNK0899	LIMGNK0899	31	52875570	52875570	watersurfaces_hab_v5	1	1
LIMZNH0036	LIMZNH0036	31	53124790	53124790	assessments monitoring cycle 1	1	1
LIMGNK0161	LIMGNK0161	31	53137714	53137714	watersurfaces_hab_v5	2	1
ANTMAL0275	ANTMAL0275	31	53376158	53376158	original sample frame/assessments monitoring cycle 1	2	1
LIMHVL0192	LIMHVL0192	31	53644982	53644982	watersurfaces_hab_v5	1	1
LIMHAS0842	LIMHAS0842	31	53707058	53707058	watersurfaces_hab_v5	3	1
LIMLUM0082	LIMLUM0082	31	53776358	53776358	watersurfaces_hab_v5	2	0
ANTMOL0713	ANTMOL0713	31	53847790	53847790	original sample frame	2	0
LIMMGR0011	LIMMGR0011	31	54176722	54176722	assessments monitoring cycle 1	2	1
ANTBCT0331	ANTBCT0331	31	54269150	54269150	watersurfaces_hab_v5	1	1
ANTBSE0215	ANTBSE0215	31	54421150	54421150	original sample frame/assessments monitoring cycle 1	3	1
ANTBSE0399	ANTBSE0399	31	54802078	54802078	watersurfaces_hab_v5	1	1
ANTLIL0415	ANTLIL0415	31	54912046	54912046	assessments monitoring cycle 1	3	1
ANTZAN0122	ANTZAN0122	31	55121110	55121110	assessments monitoring cycle 1	3	0
ANTBCT0805	ANTBCT0805	31	55682206	55682206	watersurfaces_hab_v5	1	1
ANTARE0124	ANTARE0124	31	55778030	55778030	original sample frame	2	1
LIMDPB0237	LIMDPB0237	31	56003890	56003890	watersurfaces_hab_v5	1	0
LIMZNH0231	LIMZNH0231	31	56650450	56650450	watersurfaces_hab_v5	2	1
ANTBCT0536	ANTBCT0536	31	56750238	56750238	watersurfaces_hab_v5	2	1
LIMKIN0217	LIMKIN0217	31	57016722	57016722	watersurfaces_hab_v5	2	1
LIMDPB0158	LIMDPB0158	31	57239858	57239858	assessments monitoring cycle 1	3	1
ANTBAA0047	ANTBAA0047	31	57283998	57283998	watersurfaces_hab_v5	1	0
ANTMOL0730	ANTMOL0730	31	57789558	57789558	watersurfaces_hab_v5	3	1
LIMHAS0482	LIMHAS0482	31	57901362	57901362	assessments monitoring cycle 1	1	1
LIMBRE0286	LIMBRE0286	31	58011794	58011794	watersurfaces_hab_v5	2	1
ANTTUR0207	ANTTUR0207	31	58252334	58252334	assessments monitoring cycle 1	3	1
LIMZNH0203	LIMZNH0203	31	58396390	58396390	watersurfaces_hab_v5	1	1
ANTGEE0182	ANTGEE0182	31	58452726	58452726	watersurfaces_hab_v5	1	1
ANTBSE0061	ANTBSE0061	31	58472094	58472094	original sample frame	2	1
LIMZNH0245	LIMZNH0245	31	58760886	58760886	original sample frame	1	1
ANTBSE0400	ANTBSE0400	31	58996382	58996382	watersurfaces_hab_v5	1	1
LIMMSK0341	LIMMSK0341	31	59295826	59295826	watersurfaces_hab_v5	2	1
LIMGNK0142	LIMGNK0142	31	59418930	59418930	assessments monitoring cycle 1	3	1
LIMZNH0477	LIMZNH0477	31	59481782	59481782	original sample frame/assessments monitoring cycle 1	2	1
LIMBIL0360	LIMBIL0360	31	59533106	59533106	watersurfaces_hab_v5	2	1
LIMGNK0251	LIMGNK0251	31	59560402	59560402	watersurfaces_hab_v5	1	0
ANTRIJ0022	ANTRIJ0022	31	60159134	60159134	watersurfaces_hab_v5	1	1
ANTBCT0589	ANTBCT0589	31	60318878	60318878	watersurfaces_hab_v5	2	1
ANTBCT0561	ANTBCT0561	31	60400798	60400798	watersurfaces_hab_v5	1	1
LIMZNH0241	LIMZNH0241	31	60542646	60542646	original sample frame	1	1
ANTARE0407	ANTARE0407	31	60632878	60632878	watersurfaces_hab_v5	1	0
ANTBCT0608	ANTBCT0608	31	60879006	60879006	watersurfaces_hab_v5	2	1
LIMZNH0018	LIMZNH0018	31	61148902	61148902	watersurfaces_hab_v5	1	1
LIMHVL0239	LIMHVL0239	31	61444790	61444790	original sample frame	3	1
ANTMOL0568	ANTMOL0568	31	61761262	61761262	assessments monitoring cycle 1	3	1
ANTRIJ0070	ANTRIJ0070	31	62137502	62137502	watersurfaces_hab_v5	1	0
LIMZNH0265	LIMZNH0265	31	62283446	62283446	watersurfaces_hab_v5	1	1
LIMGNK0109	LIMGNK0109	31	62372146	62372146	watersurfaces_hab_v5	2	1
LIMZNH0466	LIMZNH0466	31	5754550	62377654	original sample frame	2	1
LIMZNH0533	LIMZNH0533	31	62377654	62377654	original sample frame	3	1
LIMHAS0466	LIMHAS0466	31	62471910	62471910	watersurfaces_hab_v5	2	1
LIMLUM0047	LIMLUM0047	31	63286246	63286246	watersurfaces_hab_v5	3	0
LIMLOM0467	LIMLOM0467	31	63956342	63424201	original sample frame/assessments monitoring cycle 1	3	1
LIMZNH0206	LIMZNH0206	31	63610550	63610550	assessments monitoring cycle 1	2	1
ANTKAS0213	ANTKAS0213	31	63770614	63770614	assessments monitoring cycle 1	1	1
LIMGNK0399	LIMGNK0399	31	64409906	64409906	watersurfaces_hab_v5	2	1
ANTBRS0068	ANTBRS0068	31	64618718	64618718	assessments monitoring cycle 1	3	0
LIMGNK0384	LIMGNK0384	31	64973106	64973106	watersurfaces_hab_v5	2	1
LIMHAS0616	LIMHAS0616	31	65277670	65277670	watersurfaces_hab_v5	2	1
ANTBCT0577	ANTBCT0577	31	65400990	65400990	watersurfaces_hab_v5	2	1
LIMDPB0307	LIMDPB0307	31	65441074	65441074	watersurfaces_hab_v5	2	0
LIMGNK0894	LIMGNK0894	31	65458482	65458482	watersurfaces_hab_v5	1	1
LIMHVL0090	LIMHVL0090	31	65462966	65462966	original sample frame	1	1
ANTBSE0333	ANTBSE0333	31	65857182	65857182	watersurfaces_hab_v5	2	1
ANTBCT0617	ANTBCT0617	31	66048158	66048158	watersurfaces_hab_v5	1	1
ANTBAL0448	ANTBAL0448	31	66323318	66323318	original sample frame	1	0
WVLWIN0622	WVLWIN0622	31	66430017	66430017	watersurfaces_hab_v5	1	0
LIMHAS0513	LIMHAS0513	31	66862822	66862822	watersurfaces_hab_v5	2	1
ANTANT0315	ANTANT0315	32	572349	572349	watersurfaces_hab_v5	1	0
LIMHAS0462	LIMHAS0462	32	687846	687846	watersurfaces_hab_v5	1	1
OVLBVN0464	OVLBVN0464	32	902185	902185	watersurfaces_hab_v5	1	0
ANTBAA0048	ANTBAA0048	32	906654	906654	watersurfaces_hab_v5	1	0
LIMHHE0286	LIMHHE0286	32	1012434	1012434	assessments monitoring cycle 1	2	0
ANTMOL0089	ANTMOL0089	32	1988334	1988334	assessments monitoring cycle 1	1	1
ANTMEC0421	ANTMEC0421	32	2031126	2031126	watersurfaces_hab_v5	2	0
ANTBSE0132	ANTBSE0132	32	2077342	2077342	watersurfaces_hab_v5	1	1
LIMTON0188	LIMTON0188	32	2177138	2177138	assessments monitoring cycle 1	1	1
LIMBOC0026	LIMBOC0026	32	2393618	2393618	watersurfaces_hab_v5	1	0
LIMBOC0077	LIMBOC0077	32	2393618	2393618	watersurfaces_hab_v5	1	0
OVLSTK0268	OVLSTK0268	32	2397801	2397801	assessments monitoring cycle 1	1	1
LIMZNH0563	LIMZNH0563	32	2492114	2492114	assessments monitoring cycle 1	2	1
LIMHAS0514	LIMHAS0514	32	3882726	3882726	watersurfaces_hab_v5	1	1
LIMBOC0078	LIMBOC0078	32	3966482	3966482	watersurfaces_hab_v5	1	0
LIMZNH0478	LIMZNH0478	32	5148390	5148390	watersurfaces_hab_v5	1	1
LIMZUT0080	LIMZUT0080	32	6033970	6033970	assessments monitoring cycle 1	2	1
ANTMOL0555	ANTMOL0555	32	6147190	6147190	watersurfaces_hab_v5	1	1
OVLBVN0469	OVLBVN0469	32	6343721	6343721	watersurfaces_hab_v5	1	0
ANTBAA0046	ANTBAA0046	32	6886814	6886814	watersurfaces_hab_v5	1	0
LIMGNK0182	LIMGNK0182	32	7006514	7006514	assessments monitoring cycle 1	2	1
ANTLIL0362	ANTLIL0362	32	7049686	7049686	assessments monitoring cycle 1	1	1
ANTMOL0068	ANTMOL0068	32	7244918	7244918	original sample frame/assessments monitoring cycle 1	3	0
LIMBOC0204	LIMBOC0204	32	8160786	8160786	watersurfaces_hab_v5	1	0
ANTLIL0004	ANTLIL0004	32	8483486	8483486	assessments monitoring cycle 1	1	1
LIMMSK0134	LIMMSK0134	32	8578898	8578898	assessments monitoring cycle 1	2	1
ANTMOL0138	ANTMOL0138	32	9112694	9112694	original sample frame/assessments monitoring cycle 1	1	0
WVLHAR0329	WVLHAR0329	32	9321121	9321121	original sample frame/assessments monitoring cycle 1	4	0
LIMTON0161	LIMTON0161	32	9324658	9324658	watersurfaces_hab_v5	1	1
OVLBVN0470	OVLBVN0470	32	9489449	9489449	watersurfaces_hab_v5	1	0
OVLBVN0064	OVLBVN0064	32	9833513	9833513	watersurfaces_hab_v5	1	0
OVLTEM0066	OVLTEM0066	32	9980649	9980649	watersurfaces_hab_v5	3	0
OVLBVN0301	OVLBVN0301	32	10028073	10028073	watersurfaces_hab_v5	1	0
ANTRIJ0006	ANTRIJ0006	32	10560670	10560670	assessments monitoring cycle 1	1	1
ANTMEC0388	ANTMEC0388	32	10907414	10907414	original sample frame/assessments monitoring cycle 1	3	0
WVLKNO0102	WVLKNO0102	32	11613877	11613877	watersurfaces_hab_v5	1	1
OVLSIN0011	OVLSIN0011	32	12196969	12196969	watersurfaces_hab_v5	1	1
LIMBOC0019	LIMBOC0019	32	12420626	12420626	watersurfaces_hab_v5	3	0
ANTMOL0147	ANTMOL0147	32	13225078	13225078	watersurfaces_hab_v5	1	1
ANTMOL0165	ANTMOL0165	32	13626486	13626486	watersurfaces_hab_v5	3	1
OVLBVN0490	OVLBVN0490	32	13657129	13657129	watersurfaces_hab_v5	1	0
ANTMOL0158	ANTMOL0158	32	13749366	13749366	watersurfaces_hab_v5	1	1
ANTANT0547	ANTANT0547	32	14002473	14002473	watersurfaces_hab_v5	1	0
LIMHAS0849	LIMHAS0849	32	14454502	14454502	assessments monitoring cycle 1	2	1
OVLBVN0228	OVLBVN0228	32	14746665	14746665	watersurfaces_hab_v5	1	0
ANTMOL0538	ANTMOL0538	32	14951286	14951286	watersurfaces_hab_v5	1	0
ANTANT0480	ANTANT0480	32	15522345	15522345	watersurfaces_hab_v5	3	0
LIMLOM0566	LIMLOM0566	32	15534454	15534454	watersurfaces_hab_v5	2	1
ANTWIL0020	ANTWIL0020	32	15752425	15752425	original sample frame/assessments monitoring cycle 1	4	0
OVLSTK0294	OVLSTK0294	32	16029289	16029289	watersurfaces_hab_v5	1	1
OVLSTL0322	OVLSTL0322	32	16054045	16054045	watersurfaces_hab_v5	1	0
ANTBAA0543	ANTBAA0543	32	16385438	16385438	watersurfaces_hab_v5	1	0
ANTRUM0038	ANTRUM0038	32	16477417	16477417	watersurfaces_hab_v5	2	0
VBRKAM0156	VBRKAM0156	32	18234566	18234566	watersurfaces_hab_v5	1	1
ANTTUR0075	ANTTUR0075	32	18571566	18571566	watersurfaces_hab_v5	2	0
OVLBVN0185	OVLBVN0185	32	18678825	18678825	watersurfaces_hab_v5	2	0
OVLBVN0466	OVLBVN0466	32	18959401	18959401	assessments monitoring cycle 1	1	0
ANTMOL0164	ANTMOL0164	32	19205238	19205238	watersurfaces_hab_v5	4	1
ANTANT0297	ANTANT0297	32	19512253	19512253	original sample frame/assessments monitoring cycle 1	3	0
OVLBVN0053	OVLBVN0053	32	19852329	19852329	watersurfaces_hab_v5	1	0
OVLBVN0217	OVLBVN0217	32	19956777	19956777	watersurfaces_hab_v5	1	0
ANTGEE0848	ANTGEE0848	32	20518646	20518646	watersurfaces_hab_v5	1	1
ANTMEC0030	ANTMEC0030	32	20807190	20807190	original sample frame/assessments monitoring cycle 1	4	0
ANTBAA0546	ANTBAA0546	32	21190046	21190046	watersurfaces_hab_v5	1	0
OVLNEV0328	OVLNEV0328	32	21472201	21472201	watersurfaces_hab_v5	2	0
364675_v2023	364675_v2023	32	21753030	21753030	watersurfaces_hab_v5	1	1
ANTMRK0228	ANTMRK0228	32	22031006	22031006	watersurfaces_hab_v5	3	0
OVLBVN0202	OVLBVN0202	32	22049833	22049833	watersurfaces_hab_v5	3	0
LIMBOC0168	LIMBOC0168	32	22578706	22578706	watersurfaces_hab_v5	1	0
LIMHAS0619	LIMHAS0619	32	22707942	22707942	assessments monitoring cycle 1	2	1
ANTBAA0045	ANTBAA0045	32	23139742	23139742	watersurfaces_hab_v5	1	0
ANTHST0665	ANTHST0665	32	24015190	24015190	assessments monitoring cycle 1	1	1
OVLBVN0235	OVLBVN0235	32	24343593	24343593	watersurfaces_hab_v5	3	0
ANTBAA0037	ANTBAA0037	32	24620334	24620334	watersurfaces_hab_v5	1	0
ANTBAA0019	ANTBAA0019	32	25308462	25308462	watersurfaces_hab_v5	1	0
ANTMOL0143	ANTMOL0143	32	25662582	25662582	assessments monitoring cycle 1	2	1
LIMZNH0273	LIMZNH0273	32	26582710	26582710	watersurfaces_hab_v5	1	1
LIMTON0189	LIMTON0189	32	27342962	27342962	watersurfaces_hab_v5	1	1
LIMZNH0554	LIMZNH0554	32	27348662	27348662	watersurfaces_hab_v5	1	1
OVLBVN0306	OVLBVN0306	32	27395113	27395113	watersurfaces_hab_v5	2	0
LIMBOC0033	LIMBOC0033	32	27559442	27559442	watersurfaces_hab_v5	1	0
LIMBOC0124	LIMBOC0124	32	27559442	27559442	watersurfaces_hab_v5	1	0
LIMBOC0176	LIMBOC0176	32	27559442	27559442	watersurfaces_hab_v5	1	0
OVLBLE0018	OVLBLE0018	32	28157609	28157609	original sample frame/assessments monitoring cycle 1	3	1
ANTSOT0219	ANTSOT0219	32	28311774	28311774	watersurfaces_hab_v5	3	0
OVLBVN0304	OVLBVN0304	32	28640297	28640297	watersurfaces_hab_v5	1	0
LIMZNH0256	LIMZNH0256	32	29400758	29400758	watersurfaces_hab_v5	1	1
LIMZNH0012	LIMZNH0012	32	30252726	30252726	watersurfaces_hab_v5	2	1
ANTANT0468	ANTANT0468	32	31336745	31336745	watersurfaces_hab_v5	2	0
ANTBCT0252	ANTBCT0252	32	31398110	31398110	original sample frame/assessments monitoring cycle 1	1	1
ANTBAA0040	ANTBAA0040	32	31468846	31468846	watersurfaces_hab_v5	1	0
OVLBVN0213	OVLBVN0213	32	32113705	32113705	watersurfaces_hab_v5	1	0
ANTARE0309	ANTARE0309	32	32601646	32601646	watersurfaces_hab_v5	1	1
LIMGNK0035	LIMGNK0035	32	33958194	33958194	assessments monitoring cycle 1	2	1
OVLBVN0427	OVLBVN0427	32	34872361	34872361	watersurfaces_hab_v5	3	0
OVLLOC0341	OVLLOC0341	32	34963721	34963721	watersurfaces_hab_v5	2	1
ANTANT0548	ANTANT0548	32	34973993	34973993	watersurfaces_hab_v5	1	0
LIMBOC0089	LIMBOC0089	32	35161618	35161618	watersurfaces_hab_v5	1	0
ANTANT0381	ANTANT0381	32	35203369	35203369	watersurfaces_hab_v5	1	0
ANTMOL0152	ANTMOL0152	32	35492982	35492982	assessments monitoring cycle 1	3	1
OVLBVN0180	OVLBVN0180	32	35685417	35685417	watersurfaces_hab_v5	1	0
OVLBVN0471	OVLBVN0471	32	35703849	35703849	watersurfaces_hab_v5	1	0
VBRKAM0057	VBRKAM0057	32	37584070	37584070	original sample frame/assessments monitoring cycle 1	2	1
LIMBOC0038	LIMBOC0038	32	37783058	37783058	watersurfaces_hab_v5	1	0
OVLBVN0449	OVLBVN0449	32	37850557	37850557	watersurfaces_hab_v5	2	0
ANTMEC0180	ANTMEC0180	32	37989910	37989910	original sample frame/assessments monitoring cycle 1	3	0
WVLDEH0185	WVLDEH0185	32	38464949	38464949	watersurfaces_hab_v5	2	0
OVLBVN0197	OVLBVN0197	32	38831145	38831145	watersurfaces_hab_v5	1	0
OVLBVN0302	OVLBVN0302	32	39455785	39455785	watersurfaces_hab_v5	2	0
OVLBVN0430	OVLBVN0430	32	39906345	39906345	watersurfaces_hab_v5	3	0
OVLBVN0440	OVLBVN0440	32	40388029	40388029	watersurfaces_hab_v5	2	0
ANTMOL0546	ANTMOL0546	32	40410230	40410230	watersurfaces_hab_v5	1	1
LIMHAS0541	LIMHAS0541	32	40582886	40582886	watersurfaces_hab_v5	1	1
OVLBVN0305	OVLBVN0305	32	40766505	40766505	watersurfaces_hab_v5	2	0
VBRARS0370	VBRARS0370	32	40808582	40808582	assessments monitoring cycle 1	1	1
LIMBOC0145	LIMBOC0145	32	41715218	41715218	watersurfaces_hab_v5	1	0
ANTBSE0193	ANTBSE0193	32	42083998	42083998	watersurfaces_hab_v5	2	0
