code_watersurfaces	grts_ranking	in_object	x	y
WVLBLA0271	15659701	1	63516.6021371247	220803.813850001
WVLBLA0170	15667893	1	63974.7484520425	220477.846999999
LIMZNH0392	15716022	1	216459.05680761	187830.48985
474206_v2018	15742702	1	205226.736623726	221730.764250001
ANTWIL0020	15752425	1	151536.48651978	195110.14185
ANTKAL0287	15811294	1	154604.85336968	234270.90785
ANTGEE0866	15849206	1	189767.13528674	209733.69845
ANTKAS0515	15854638	1	193944.40497593	218878.05055
LIMHAS0221	15902438	1	216080.89348983	180803.0548
LIMHAS0254	15902438	1	216095.025932473	180818.060699999
ANTHST0624	15950934	1	185125.46547014	195237.51275
LIMGNK0095	15972658	1	224512.420199006	184926.18299488
ANTHTS0035	15988694	1	183998.401523026	208800.357999999
WVLDEP0138	15995057	1	22970.8058927971	197881.347550001
WVLBLA0237	16002485	1	62773.3381977855	221773.171249999
639247_v2020	16004022	1	217000.927353181	198914.40615
538007_v2018	16006649	1	128611.619111183	177232.9177
OVLSTK0294	16029289	1	129221.775725002	214854.594000001
WVLOSK0532	16067521	0	72914.89733266	205728.0184
LIMLUM0143	16077238	1	204536.46469628	185828.06345
WVLDEH0196	16084405	1	61230.8911498197	221936.214600001
WVLBLA0233	16134837	1	63032.0535287112	222034.2217
LIMOPG0122	16169554	1	236551.2551547	192242.52455
ANTGEE0004	16198454	1	191760.029656047	198341.7864
WVLMID0089	16222833	1	38626.689904504	205275.528250001
414141_v2020	16234706	1	219491.057375204	198187.421149999
425032_v2020	16252914	1	239389.386095447	181845.47295
WVLBRN0406	16258113	1	75759.7253758408	200446.050900001
WVLKNO0266	16272949	1	80424.9996939754	227000.546049999
LIMDPB0197	16275762	1	223856.865264724	182320.895850001
533077_v2016	16284382	1	158663.319702418	228241.347100001
VBRDIE0166	16317878	1	202280.220621264	191033.078050001
LIMHAS0497	16334566	1	216165.41181719	185688.65655
LIMZNH0406	16359094	1	217023.080474001	185857.532300001
WVLBRU1099	16375477	1	69291.363183302	220163.91815
ANTBAA0543	16385438	1	183682.778254411	233707.308600001
ANTMOL0046	16402550	1	206135.11647414	217631.79505
ANTMOL0080	16402550	1	206137.54473947	217660.2359
VBRARS0380	16420150	1	186571.329792926	189548.479350001
427594_v2020	16443698	1	226147.227152079	183127.0952
LIMBRG0231	16446390	1	218135.49196847	198208.76265
LIMHVL0199	16458422	1	214341.54832116	188283.99735
ANTRUM0038	16477417	1	152397.405894182	197535.582400002
ANTRAV0135	16527662	1	192510.77927434	227941.7592
456029_v2016	16535221	1	68634.792613836	221683.403000001
VBRDIE0377	16579638	1	198973.239750002	186493.43365
511988_v2018	16586409	1	122084.636413596	192270.9147
WVLOSK0526	16591809	1	73042.0933435326	205621.97865
473433_v2016	16596661	1	69456.4445344683	221349.4026
LIMHAS0909	16600758	1	216223.27191972	185848.54455
WVLDEH0301	16608693	1	61178.6173645036	221981.67955
ANTBCT0463	16619742	1	163223.735186057	226451.723550001
LIMGNK0094	16628018	1	224603.710682371	185401.4999
LIMGNK0396	16644658	1	227197.555449777	183802.599473489
ANTHST0389	16646454	1	187439.45652431	191509.4536
ANTHST0410	16646454	1	187458.44810806	191493.085
WVLDEP0168	16655537	1	24257.7160061414	198247.0285
ANTHST0268	16675158	1	184961.45225296	190540.57065
ANTMRK0177	16692526	1	188742.659758219	228918.9614
ANTBCT0086	16704990	1	165632.708695113	228318.998100001
ANTRIJ0089	16811678	1	178581.260005338	224948.5754
ANTBCT0481	16869598	1	163678.6223279	225587.178650001
ANTBSE0109	16889502	1	180071.230065438	223844.302999999
LIMBIL0100	16930610	1	232427.20303731	177399.52095
ANTBCT0038	16936414	1	164967.563879131	227445.9683
ANTKAL0330	16937694	1	154978.149316466	232527.183220651
WVLBLA0206	16964277	1	65105.1238288071	224203.64225
WVLOOS0010	16966769	1	51984.8622721374	210857.55005
WVLBRU1095	17030837	1	69731.7106875311	220204.0677
ANTBCT0069	17034718	1	164029.179900006	226962.8333
ANTHGS0565	17054046	1	177606.57587066	238378.59065
WVLKNO0200	17088565	1	78298.0765139848	225747.531849999
WVLHOU0556	17114065	1	51084.2868525972	184477.064650001
ANTOLE0038	17119190	1	185380.68844942	209215.41375
VBRHOL0031	17174406	1	176416.59728238	179355.1524
454362_v2014	17198761	1	127910.6772476	192651.888600001
ANTBAL0364	17213302	1	207549.575830792	204752.6578
WVLBRD0118	17426545	1	53750.4666402369	215903.2403
WVLBLA0304	17468853	1	62248.4211708788	220299.14765
WVLHOU0157	17471985	1	40444.6946002309	186678.410399999
ANTBSE0276	17479326	1	180463.83869647	224522.08645
OVLLOK0348	17481641	1	125329.118276772	199479.874810046
ANTMEC0282	17510166	1	159885.55703747	189918.20285
LIMZNH0133	17522358	1	217739.37257292	186105.8972
474104_v2018	17533046	1	205983.542352153	217561.5041
ANTRIJ0107	17536670	1	179543.00696385	224705.6252
LIMHHE0008	17552594	1	219985.265232638	197384.673812678
ANTHST0435	17563958	1	187523.00282724	191343.4561
ANTOTH0207	17580590	1	194680.523228725	220262.7864
WVLBLA0171	17588917	1	65041.1477151385	220266.92055
ANTKAS0614	17638870	1	185517.15452929	211643.91665
WVLBRD0089	17639537	1	54215.6181177075	216170.47725
WVLBRD0124	17639537	1	54196.2596508633	216180.92385
VBRSZI0204	17639734	1	192292.98764829	190144.229
LIMOVP0232	17652498	1	224616.501048304	207711.9716
ANTMOL0353	17661430	1	199654.212494329	206053.4548
LIMGNK0050	17664562	1	226905.566550035	183619.541993958
WVLBRU1076	17686197	1	69361.7852344243	220497.8026
ANTBSE0313	17708702	1	181472.710787502	224167.908050001
ANTGEE0107	17749750	1	189356.41897247	209959.6626
LIMZNH0436	17796838	1	217596.577220832	185050.012149999
LIMMSM0245	17810418	1	238980.766827739	183583.408299999
WVLDEP0097	17813681	1	23891.439818722	196079.080500001
ANTTUR0273	17830190	1	191241.661438748	230135.41505
561395_v2018	17841845	1	69709.3456156773	221091.4561
LIMHAS0227	17934054	1	216005.69117705	180782.08395
LIMHAS0749	17934054	1	216002.558155426	180769.10045
VBRDIE0330	17954870	1	202000.15567087	191016.5279
ANTMRK0254	17962286	1	188321.493749607	228114.736199999
ANTARE0115	17963758	1	202279.29302265	224470.168
LIMHAS0141	17999590	1	216153.117276993	180841.6084
LIMHAS0293	17999590	1	216146.054208505	180830.174649999
WVLMID0204	18054769	1	39971.2390629047	208757.77785
481332_v2018	18097302	1	168982.402622268	207655.5351
WVLDEP0070	18097329	1	24292.9365529085	199026.4858
WVLBLA0239	18099637	1	62847.8723270323	221874.0372
LIMDST0134	18134354	1	243247.56358313	189263.77355
LIMOPG0074	18164306	1	237221.130266495	193150.192400001
ANTBCT0050	18179550	1	166749.106477634	228789.47325
ANTKAP0014	18180062	1	153880.30822336	225792.80815
VBRSZI0197	18180406	1	193773.427198214	191261.4384
VBRARS0032	18205014	1	183789.65521601	189570.21135
ANTBCT0200	18225374	1	162607.840133636	225400.89285
ANTBAL0194	18231158	1	204070.456944904	204306.34815
ANTGEE0422	18231798	1	197352.172507435	207056.977700001
VBRKAM0120	18234566	0	161359.91190009	180840.9749
VBRKAM0156	18234566	1	161370.731828908	180830.152999999
WVLDAM0090	18261441	1	73659.05852503	216271.6812
ANTGEE0970	18300406	1	199129.116344811	205152.2104
ANTKAL0244	18315998	1	158454.54729781	228362.09232461
536542_v2018	18355265	1	75538.618240962	200583.36345
425385_v2020	18359382	1	183821.852625613	194575.889450001
WVLKOK0021	18380977	1	30090.3297431189	201890.7894
WVLKNO0380	18382133	0	78573.1316140009	228532.656300001
WVLKNO0443	18382133	1	78566.5649738679	228528.804849999
LIMHHE0114	18423506	1	223904.410890253	191923.993500541
LIMZNH0279	18439862	1	217850.74086826	186623.1321
ANTBCT0171	18443742	1	164911.359207309	227282.431249999
LIMHEC0120	18452242	1	218996.25036937	207558.2715
ANTOTH0268	18455086	1	195570.69719586	225452.868
LIMPEE0582	18471122	1	221784.444613514	200052.08515
LIMLNK0086	18488306	1	240080.164719939	180931.015615199
ANTHGS0248	18529630	1	171430.13321906	237568.45665
ANTTUR0075	18571566	1	191690.928928175	227544.9616
ANTGEE0105	18606838	0	190018.617598396	209677.576706361
ANTGEE0159	18606838	1	190003.212854525	209690.6679
ANTGEE0011	18623286	1	191557.92002767	198786.44635
ANTGEE0046	18623286	1	191548.16066465	198807.6265
LIMOPG0060	18659922	1	236925.488076336	192806.831600001
LIMLOM0067	18680182	1	214748.746920791	216211.32755
ANTBSE0098	18684574	1	182685.7478083	225253.13345
ANTKAL0235	18709214	1	159038.308044352	227866.739150001
ANTHST0197	18743606	1	187633.07168216	191505.3175
LIMGNK0386	18753842	1	226118.706729881	182737.561350001
615491_v2014	18768614	1	210490.051983201	184130.1161
LIMBRE0288	18772114	1	239853.437949893	208610.059900001
ANTMEC0247	18881302	1	159942.86160833	189474.82155
ANTMEC0250	18881302	1	159921.90214527	189500.8566
457279_v2016	18890421	1	69786.8629022986	221023.5046
WVLKNO0028	18939189	1	77685.9786363456	228253.03885
WVLZED0127	18956033	1	61252.3608507893	204564.4034
OVLBVN0466	18959401	1	138992.473243974	215096.5504
WVLDEP0057	19027121	1	22798.0654834015	198419.7962
LIMHAS0219	19048166	1	216223.673250639	180820.0726
LIMHAS0583	19048166	1	216214.960959158	180799.30305
LIMHAS0720	19048166	1	216210.193100834	180821.857100001
ANTBRS0178	19058654	1	158761.33157016	224349.6261
ANTRAN0300	19081110	1	166955.746587974	212314.67505
ANTRIJ0095	19170974	1	178259.640545018	225107.599950001
ANTMOL0164	19205238	1	207765.288822699	213013.931850001
LIMOVP0220	19210514	1	224605.399853102	210407.091949999
ANTMOL0576	19243126	1	205428.430766308	211773.885049999
ANTKAS0349	19262510	1	193971.03584387	218776.6553
VBRHOL0025	19271558	1	176523.92759636	179193.54095
LIMLNK0105	19291122	1	240297.775532088	180865.739522609
ANTMEC0287	19296022	1	160327.16779472	190218.4966
ANTKAL0271	19300062	1	154939.082600001	229488.488149999
ANTKAP0101	19348190	1	158547.230881632	227281.274600001
WVLKNO0240	19349557	1	77605.7932377528	226388.5595
ANTBCT0141	19361246	1	164421.755429065	227043.416649999
WVLKNO0419	19365173	1	79175.878208332	228129.4
ANTGEE0197	19393270	1	190195.724746045	209380.979600001
WVLJAB0452	19414785	1	61496.2717749481	205059.3496
ANTMOL0768	19438710	1	206521.450192868	212304.49385
WVLBRN0240	19441729	1	74203.4068369	200627.115
ANTOLE0018	19478486	1	185397.2129555	208982.29
ANTANT0297	19512253	1	151996.081539919	219303.197391528
LIMKIN0216	19542418	1	245277.686592547	206489.005250001
LIMZNH0458	19644086	1	218010.17581428	189446.54
WVLJAB0435	19644161	1	61486.1872903745	205374.1217
ANTBRM0226	19649257	1	143645.02570074	200356.83555
ANTHST0428	19661110	1	187621.01657566	191453.7181
WVLDEH0383	19662261	1	58248.2110749986	220411.1801
ANTMEC0160	19667734	1	159922.14991094	189784.74235
ANTBAL0456	19687286	1	207205.687284581	204780.036050001
ANTOTH0094	19687982	1	194460.86724939	224300.6054
ANTHGS0509	19711390	1	182066.211542455	233392.232749999
LIMHAS0730	19752678	1	216015.271851085	180696.181849999
LIMHAS0733	19752678	1	216030.961571117	180690.640449999
ANTKAS0467	19795958	1	187957.867258913	216969.947889929
ANTBCT0320	19798238	1	162822.642531042	225547.253049999
413010_v2020	19820886	1	185012.926933531	190637.8539
644749_v2014	19821014	1	181258.667182829	217110.3166
WVLODB0124	19831809	1	56569.7724840906	212337.597749999
WVLBLA0216	19836341	1	62085.4954008304	221116.214400001
WVLKNO0256	19873845	1	77378.3757484935	226558.156750001
VBRROT0112	19886214	1	178129.466332434	184391.991250001
424493_v2020	19904498	1	239002.777578277	181292.85885
WVLKNO0016	19934517	1	77029.8742213525	227037.235950001
LIMZNH0304	19947190	1	218191.914033578	186067.215009583
513011_v2018	19976937	1	143346.762230584	200508.092250001
WVLNWP0091	20002609	1	35591.6892752386	205705.5408
LIMHAS0588	20031206	1	215899.275680435	180832.0056
WVLBRU0708	20045493	1	69537.0241044712	220142.065049998
LIMHAS0233	20096742	1	216098.959056583	180760.011049999
ANTMEC0388	20131606	1	160133.090415856	190212.001050001
WVLGIS0024	20148081	1	49550.1997181816	209071.815649999
ANTBRM0273	20189929	1	144279.85126126	201220.56775
672009_v2014	20194473	1	129139.169608205	192693.9001
301324_v2016	20242386	1	234712.745476027	195876.7991
WVLKNO0442	20242485	1	76620.2648672084	222882.703199999
ANTGEE0845	20245238	1	190382.24466148	210031.7129
WVLDEH0300	20278709	1	61253.7642643682	222019.0527
VBRHOL0011	20320134	1	176613.16321259	179336.469
ANTBSE0375	20326046	1	181679.454152373	225940.491350001
WVLJAB0454	20332289	1	61164.4080490763	205044.8169
ANTKAS0511	20349486	1	194082.814862345	218609.214650001
LIMHVL0079	20353718	1	212979.10562629	187736.5336
ANTHST0509	20361558	1	184769.66002409	191023.68075
ANTHST0458	20377942	1	184362.27546794	190736.5211
LIMGNK0041	20382002	1	221588.39203439	183701.7108
LIMDST0149	20407890	1	242618.90975687	189299.0003
LIMZNH0315	20473554	1	223238.2046061	188302.2924
WVLKNO0297	20480053	1	79242.9010811685	224979.69015
ANTGEE0848	20518646	1	188948.637461504	208653.883599998
ANTBCT0785	20571614	1	165595.020108345	228070.5667
ANTGEE0885	20589366	1	191380.980017797	198748.40635
WVLWIN0639	20594753	1	78209.6332500018	196824.92255
LIMBRE0283	20607122	1	240119.793145865	208651.236639011
416016_v2020	20641926	1	185049.166276817	180631.38335
WVLJAB0251	20692737	1	61608.027894972	205303.3868
ANTLIL0237	20707798	1	179456.795198844	214414.6834
WVLBLA0067	20714165	1	63203.3861867732	220636.190650001
ANTESS0030	20726494	1	154505.60082859	234840.3177
LIMKIN0224	20728290	1	252352.177061831	203917.259649999
LIMBRE0263	20734098	1	240201.409443553	206978.7371
LIMZNH0366	20735698	1	222948.46428096	188100.27815
LIMBRG0182	20746166	1	217539.10184631	197716.122300001
WVLKOK0098	20773041	1	28446.4778875009	200262.8599
511989_v2018	20780713	1	122027.805920149	192315.384500001
618366_v2014	20798321	1	52347.7311703692	210016.3566
ANTBCT0408	20802782	1	167245.593505274	220958.5535
ANTMEC0030	20807190	1	155121.29200587	194789.02905
WVLDEP0067	20812977	1	23164.1517711719	198291.219649998
LIMGNK0057	20824370	1	221877.32596479	183538.44595
ANTGEE0876	20829942	1	189457.09448698	209817.21085
OVLLOK0354	20840361	1	125638.717376115	199337.378287709
ANTHST0296	20840758	1	187420.63237577	191559.3026
WVLBLA0085	20853429	1	63261.2813049066	222044.757200001
ANTHUL0279	20874326	1	183813.27443562	194433.8843
LIMZNH0105	20909798	1	218327.98483541	184476.3984
VBRHIL0031	20937222	1	157201.874302482	161799.168
ANTBSE0366	20949662	1	184528.127374467	225077.923099998
ANTTUR0127	20958198	1	190179.226435607	218338.135689639
WVLKNO0221	20971573	1	78477.7460687975	226216.1436
445585_v2016	20983861	1	78365.0762298264	223192.8901
ANTMOL0088	20997870	1	205148.590237071	219968.863059855
LIMLNK0089	21034994	1	238738.66969324	179845.5967
WVLHOU0087	21046225	1	50913.7478329215	184407.998299999
WVLZED0118	21053185	1	61337.6162058378	204584.599400001
LIMGNK0411	21074226	1	221678.24428649	183846.58675
LIMHAS0705	21079782	1	215852.283633706	180793.124249998
ANTKAS0514	21097518	1	193837.65002781	218914.65355
ANTTUR0385	21124398	1	189355.230400206	228249.200399999
ANTHST0049	21147990	1	184717.18937686	191451.59155
VBRLKB0006	21180089	1	147454.60168142	162000.84335
ANTBAA0546	21190046	1	184063.630319824	233704.175799999
ANTBCT0204	21223646	1	162145.67532337	225003.74815
ANTBCT0562	21246110	1	173080.239163508	225326.9998
LIMLOM0235	21268754	1	222996.35714539	217350.2332
505056_v2020	21272169	1	129080.362919194	215000.06095
WVLDIK0776	21364209	1	44339.59064201	187159.282600001
WVLBRU0811	21368501	1	69001.3448729175	221609.10255
VBRHOL0009	21368710	1	176468.95877304	179360.5146
530912_v2018	21394142	1	154758.358007192	232834.6084
ANTTUR0600	21401590	1	189458.668562071	217395.5133
LIMGNK0058	21412146	1	224155.70118912	185246.1574
632339_v2020	21415670	1	186784.223126805	210154.2488
ANTKON0018	21428886	1	154245.182248742	203606.379699999
LIMZNH0372	21432018	1	225521.05821958	188335.52435
WVLODB0101	21470209	1	56455.8523596588	211754.036049999
ANTGEE0873	21490422	1	190219.162387527	209607.032499999
436089_v2018	21514037	1	81076.1226851459	220009.71855
WVLZUI0142	21533365	1	64467.2506681008	219737.4102
638058_v2020	21558902	1	213878.734609908	204090.587950001
LIMBRG0271	21558966	1	211889.00645707	193622.93945
WVLKNO0285	21560629	1	77557.5883074405	228263.614599999
WVLBRD0039	21571697	1	53854.6212066674	216280.146
ANTMAL0096	21605534	1	173095.73402687	222674.24285
LIMHAS0517	21642982	1	216400.582029549	184808.921500001
ANTARE0177	21699310	1	202418.6071065	224196.77535
WVLKOK0114	21704497	1	33322.1818698889	202610.38745
LIMBRG0054	21732278	1	211281.51749617	196544.03925
WVLODB0063	21738609	1	54257.4695194378	210657.9792
WVLJAB0543	21741313	1	61672.398970439	205465.8509
ANTRAV0383	21750574	1	197175.487818695	233062.804650001
WVLBLA0279	21754549	1	63026.0304302464	221324.508200001
ANTHST0329	21758262	1	187453.48765984	191367.23395
WVLODB0174	21773313	1	57022.6988341755	212452.181600001
436088_v2018	21776181	1	81069.4804100647	219723.719049999
WVLKNO0038	21810741	1	79775.7228538843	227204.776699999
ANTGRO0122	21828566	1	177931.64041403	206376.56565
WVLDEP0047	21845169	1	22723.5889646428	199084.987899998
WVLOSK0053	21870657	1	71200.0424324438	201524.2555
VBRARS0043	21880966	1	179795.940625668	184789.37095
VBRARS0551	21880966	1	179814.14639289	184786.440300001
WVLKNO0288	21884213	1	76920.1105426183	227856.2907
ANTBSE0227	21903006	1	181408.628892923	224206.59945
LIMHHE0321	21913298	1	224168.609410376	190816.3517
ANTMOL0716	21923958	1	205642.41246421	217451.03205
ANTRIJ0076	21951646	1	174935.18025902	224218.809011931
LIMGNK0099	22014258	1	226353.81385258	182811.47775
WVLBLA0282	22016693	1	63290.0155999341	221434.2686
ANTMRK0228	22031006	1	185700.093570662	225532.022799999
ANTTUR0412	22035502	1	190302.589331903	218952.1993
LIMBIL0097	22046514	1	234618.454161895	176922.4561
ANTGEE0153	22075126	1	189072.81132228	209835.8818
ANTTUR0296	22107438	1	189577.913694701	228497.744800001
LIMHAS0735	22128358	1	215975.870929778	180704.187099999
ANTKAS0017	22132694	1	185405.418178741	210207.367957458
ANTHTS0086	22172630	1	179669.50728113	207756.7906
ANTKAS0339	22172918	1	195121.752258549	217758.4344
570042_v2018	22253109	1	80427.4003320218	228587.7041
ANTHGS0569	22267294	1	182546.918280982	233668.009749999
WVLBLA0333	22287029	1	63409.9271219723	220415.63415
WVLKOK0131	22347569	1	31618.3955965276	203485.676999999
LIMZNH0252	22351590	1	217786.331021312	184793.9801
WVLHOU0557	22356945	1	51126.7223483474	184501.8694
ANTBRM0271	22394089	1	145592.62431468	199735.3761
LIMHAS0479	22396646	1	215465.505533355	184685.171399999
ANTWUU0131	22451678	1	166489.271283741	229415.949849999
WVLOOS0052	22471793	1	52064.2936499062	210566.905650001
VBRTRV0025	22509830	1	161643.780561192	168275.273150001
WVLBRN0413	22549569	1	75648.1346106202	200591.0353
ANTHUL0218	22553686	1	183901.81974337	194602.9691
WVLBRU0686	22560437	1	69813.4855772988	220717.34275
LIMDST0104	22583890	1	239071.285024461	190188.649414659
LIMHAS0843	22610226	1	221637.052351098	182841.370299999
LIMMSM0026	22619730	1	241823.183953845	188581.084510304
605111_v2018	22629057	1	83686.8880286867	216788.363600001
ANTMOL0611	22706678	1	199945.60339611	207261.5845
LIMHAS0619	22707942	1	215523.005471572	185340.983109787
WVLODB0043	22721649	1	54357.4252607251	210421.3079
ANTKAL0279	22754014	1	153478.714908448	231272.38425
LIMZNH0224	22765238	1	217793.48509535	186226.02285
421224_v2020	22788306	1	219419.531241749	198409.46115
ANTGRO0124	22795222	1	178092.04216641	208228.9757
WVLBRU0738	22822581	1	69932.8422560261	220659.44675
OVLALT0109	22822857	1	88160.4985900798	196152.429949999
446784_v2018	22841141	1	80771.0380647163	219349.079999998
451873_v2016	22867825	1	50196.949234928	209785.288600001
LIMDPB0038	22894898	1	223839.075885136	181924.8664
ANTGEE0633	22904566	1	193609.79033153	203064.7625
WVLDEP0065	22910129	1	23183.7154762474	198202.54435
WVLDEP0100	22910129	1	23210.4048758907	198189.680050001
LIMGNK0147	22921522	1	221916.807769078	183664.62205995
ANTMOL0573	22956150	1	206092.725739163	217623.6984
LIMHVL0144	22974134	1	215304.243680162	187847.132999999
WVLZUI0132	22990261	1	61515.988362728	220249.797
ANTMEC0246	23075606	1	159965.708425	189501.27995
ANTMRK0006	23078558	1	181064.60480614	226379.2666
ANTGEE0166	23123702	1	188958.38487075	209808.90785
ANTBCT0610	23130270	1	173050.828546015	225887.579299999
ANTBAA0045	23139742	1	185672.2877497	234075.8235
ANTKAL0471	23151326	1	154397.993778568	234226.554850001
WVLMID0136	23166577	1	39930.4624117969	208579.426549999
WVLKOK0017	23197873	1	28715.3897062827	200382.57285
WVLKOK0075	23197873	1	28706.6416537241	200408.8814
ANTKAS0611	23221494	1	195151.500837866	217688.85155
534875_v2018	23221550	1	189266.165531769	228158.705599999
ANTTUR0633	23221550	1	189288.111705396	228171.3727
LIMHAS0499	23298354	1	221225.375284153	182724.536349999
632399_v2020	23316214	1	185965.485995741	209963.27485
ANTHST0032	23327062	1	184484.32759089	190328.6883
WVLKNO0002	23330101	1	77984.8195656269	228524.028900001
ANTKAL0260	23362270	1	158444.6605625	228139.13965
ANTHGS0606	23383454	1	181073.604511332	233257.0021
603246_v2014	23407570	1	230154.481294369	194548.344599999
VBRHOL0016	23465862	1	176400.62404982	179262.72245
ANTBSE0018	23536286	1	180026.23297196	222189.8383
VBRARS0559	23572790	1	188967.3271375	192029.23415
ANTDES0037	23578742	1	205136.73591553	216604.06825
VBRROT0068	23604102	1	176843.17204443	185016.8201
WVLJAB0140	23609089	1	61532.5388327892	205069.512149999
OVLLOK0182	23609257	1	125069.43964334	198962.9165
LIMZNH0238	23633590	0	217543.092512771	186142.485667292
ANTKAS0463	23658486	1	187888.705124324	217356.2796
ANTKAL0285	23675614	1	154216.52010718	234427.9935
LIMDPB0057	23681330	1	223908.594721445	182225.169235841
WVLRUI0009	23740481	1	78286.65944363	196636.19155
LIMGNK0021	23750962	1	225355.781295815	182122.60585
618168_v2014	23755573	1	79928.6490118458	225234.9586
ANTMOL0572	23758966	1	205762.36729242	217297.01255
WVLJAB0444	23838465	1	61498.5422904955	205292.325550001
WVLBRU0831	23846581	1	69986.4196417132	220534.8838
ANTHST0387	23855414	1	187571.38437202	191398.6539
ANTKAS0431	23924726	1	188692.599854607	216843.167306216
LIMPEE0608	23938834	1	221967.208907189	203004.451550001
420503_v2020	23944178	1	240739.694788483	181517.050799999
ANTZAN0176	23999702	1	174410.133352254	212508.672149999
WVLJAB0058	24002305	1	61418.4516043279	204968.481000001
ANTHST0665	24015190	0	185021.989362857	190616.695132077
530918_v2018	24015582	1	155114.691321152	232751.879450001
OVLASN0336	24066825	1	107433.526625	217439.4242
WVLKNO0257	24068149	1	77396.7568218663	226593.857099999
LIMZNH0221	24092342	1	217036.58016405	186602.71465
WVLBRU1245	24108725	1	69772.7801835216	220584.0779
ANTMOL0465	24126326	1	209377.64359435	210234.6597
WVLDEH0181	24145333	1	61814.6952315557	221768.2542
ANTKAL0470	24146654	1	154510.33645108	232533.29725
ANTBCT0573	24260766	1	172592.857345185	225685.66935
VBRDIE0145	24271926	1	200300.579588818	186657.978049999
LIMHAS0201	24291046	1	216177.128747389	180744.281400001
LIMHAS0447	24329958	1	215870.55317611	185637.7676
VBRSZI0435	24339766	1	192561.226565684	189804.33481611
ANTRAV0169	24349486	1	196825.29427177	230657.42865
ANTLIL0250	24371670	1	180167.619443693	215259.159
ANTRIJ0269	24413854	1	178398.508989172	225089.25355
LIMZNH0112	24415974	1	217055.02925727	185798.23435
LIMLNK0168	24435698	1	240329.736693208	180492.596249999
ANTLIL0093	24457686	1	180311.80971446	216900.05865
ANTKAL0385	24490718	1	154884.48977794	231465.8535
LIMZNH0100	24513234	1	218728.123710748	186734.073349999
ANTBAL0187	24522614	1	204137.463645288	204395.989
WVLJAB0244	24526593	1	61079.165067952	205074.557950001
ANTBAA0037	24620334	1	187198.719229018	233600.03555
WVLBRU1094	24633013	1	69940.4124831403	220319.95545
455708_v2016	24657833	1	124956.173928046	199071.3916
ANTKAS0321	24669174	1	193672.785491104	217853.554749999
WVLOOS0212	24681585	1	50297.5797027793	210412.125800001
497070_v2020	24686645	1	79312.6087590265	224450.06435
ANTBCT0058	24700382	1	165917.902689665	227861.8344
WVLBRU0374	24701621	1	66668.2377157153	224775.02345
LIMHEC0391	24729810	1	221684.475245719	199699.706499999
LIMZNH0209	24731318	1	217758.0883724	186754.07825
LIMGNK0167	24756530	1	221906.59499056	183406.861946559
LIMHHE0285	24763090	1	218898.35640707	189914.51355
WVLZUI0736	24825269	1	61876.5675208939	220565.3212
OVLNIN0135	24844281	1	128491.50064482	172777.8819
LIMZNH0573	24905426	1	225375.0903275	188858.44515
ANTMEC0091	24910614	1	159877.01308097	189701.51435
WVLKNO0275	24968501	1	77671.0532115692	227846.382099999
WVLDIK0968	24972785	1	42578.8223782049	188558.7281
WVLOSK0528	24980417	1	73036.7673160713	205661.9113
WVLDEP0051	25007281	1	23090.3443512192	198249.6522
LIMHHE0228	25026258	1	223408.09264597	190516.0399
631480_v2014	25062921	1	118938.9607587	210783.332599999
ANTHGS0524	25087390	1	181666.160834645	233555.89875
LIMZNH0092	25104102	1	218277.67392579	184437.8373
ANTGEE0305	25113078	1	197980.139410169	207168.55961719
ANTOTH0001	25178414	1	192152.36841507	227857.43505
ANTBCT0694	25209054	1	163864.014749584	226393.690849999
WVLJAB0068	25214721	1	61355.1355443145	205336.871300001
OVLGNT0197	25265609	1	100052.149899224	195983.792299999
ANTBAA0019	25308462	1	186085.506897858	233866.321049999
LIMKIN0193	25317522	1	242312.48596684	208292.10785
LIMBIL0154	25319218	1	232423.02533336	177499.623
474093_v2018	25319542	1	205754.241672511	215815.946799999
WVLMID0220	25381489	1	38592.1304111317	205497.103999998
ANTBSE0158	25388702	1	181438.945127436	224978.351199999
ANTRIJ0308	25425054	1	174722.761851171	224409.058873248
WVLBLA0090	25432757	1	63337.7493315785	220437.72195
ANTBCT0544	25453726	0	173743.455217517	226084.255729761
VBRHIL0006	25466374	1	154538.79263968	161642.8092
LIMTES0026	25473078	1	196070.913638823	193508.959761457
ANTLIL0360	25506262	1	180381.26570389	216904.08685
WVLBLA0301	25529781	1	62407.7137249988	220030.416750001
511331_v2018	25532974	1	195382.680635156	225575.66075
LIMGNK0096	25542962	1	222094.79772044	183688.02225
LIMGNK0140	25542962	1	222103.22345115	183695.8798
ANTHTS0161	25544438	1	185887.50604982	209692.0659
LIMHEC0433	25577078	1	214062.431925	204936.596199999
ANTMOL0143	25662582	1	207637.775070317	215026.315882827
ANTRAV0274	25699118	1	198045.20032441	234796.64415
LIMNEE0172	25718290	1	228604.01098875	211510.59365
425382_v2020	25723990	1	183799.955741863	194612.269749999
LIMDST0150	25736530	1	243550.38339906	189212.0304
OVLSTL0214	25736989	1	95091.2250514399	219737.071500001
LIMZNH0127	25796278	1	216881.612538536	185966.925148129
WVLZNB0737	25798097	1	52845.0412672687	172222.1304
LIMHHE0005	25810130	1	219704.597366417	197911.818251638
LIMZNH0101	25845430	1	218579.697686622	186486.905300001
WVLBLA0439	25858741	1	64547.0180396352	220366.3803
