code_watersurfaces	grts_ranking	in_object	x	y
WVLHOU0404	25863121	1	50815.1174088769	184912.48295
ANTHGS0496	25871774	1	181851.277935097	233607.8071
506619_v2020	25879665	1	51821.5999946476	210644.12105
WVLHOU0396	25892817	1	50438.223100401	184760.519250002
OVLSTL0201	25907529	1	91432.8034451359	217710.464400001
479140_v2018	25913013	1	67113.1817064971	224367.6961
ANTMOL0139	25947254	1	208405.283275266	214196.442750001
ANTBCT0132	25947614	1	163901.642514223	227205.9134
ANTBCT0183	25947614	1	163891.249993431	227216.494749999
ANTRIJ0079	25949342	1	175073.71573442	224447.448
ANTHST0180	25952566	1	187415.91994821	191403.48695
LIMBRE0268	25956498	1	242591.365137221	206375.739400001
ANTBCT0423	25958622	1	163038.925414377	225058.4932
WVLKNO0111	25974453	1	70709.5712663334	224770.107799999
ANTBRS0413	25980894	1	158666.97748022	225380.62575
WVLDIK0187	26027249	1	42403.2982223055	196992.2904
ANTTUR0046	26050862	1	192016.413510755	229533.115500001
WVLNWP0009	26113841	1	34743.9347357262	204464.816749999
ANTMOL0431	26115574	1	200032.100177976	205981.459000001
WVLHOU0550	26154961	1	50564.1459215322	184582.4352
WVLHOU0417	26158033	1	51420.0215062888	184763.032749999
ANTRAV0292	26188590	1	195484.38062832	227986.89575
554066_v2018	26208082	1	242419.911405464	196175.4199
LIMWEL0154	26280166	1	217907.21633261	170241.13205
LIMMSK0180	26315154	1	243262.414484404	202349.6105
LIMHAS0731	26322662	1	216016.969796598	180710.156100001
LIMHAS0732	26322662	1	216033.6538	180702.57845
LIMHAS0734	26322662	1	216029.985496266	180723.364150001
LIMHAS0741	26322662	1	216020.481327456	180732.552649999
WVLBRU1096	26336949	1	69457.6223441973	220279.875949999
ANTBSE0228	26338974	1	180333.28121488	225457.15705
618058_v2014	26349109	1	79688.8325392783	228807.061100001
LIMZNH0333	26371794	1	223349.18709692	188404.67655
WVLKOK0001	26390321	1	33337.2975300905	203866.540549999
ANTBCT0001	26430942	1	163250.038166167	226829.905199999
129863_v2016	26435761	1	25234.5055596682	196291.691599999
WVLDEP0094	26464433	1	23598.6338832011	196311.82755
ANTHGS0668	26475614	1	180880.085203686	242690.5743
ANTKAL0027	26493662	1	154296.86310159	234725.3233
WVLDEH0174	26504629	1	61641.8478851774	221803.965249998
WVLBRU0766	26565301	1	67054.2350234539	224338.012800001
LIMZNH0273	26582710	1	216983.572850036	186200.0231
WVLBRU1086	26599093	1	69413.3601042446	220471.685000001
ANTBCT0151	26602974	1	164332.370017591	227447.932050001
VBRHOL0012	26611590	1	176631.25404691	179220.5326
ANTESS0224	26624734	1	154701.24992982	234651.8601
WVLBLA0438	26645173	1	64535.22729065	220423.60145
LIMNEE0254	26652690	1	228127.501424357	210203.14735
417278_v2020	26671410	1	223130.999988932	184819.357199999
LIMZNH0519	26676966	1	218459.311077327	184672.730149999
LIMHHE0315	26730194	1	223496.055327703	190328.508099999
LIMHMA0264	26784362	1	227829.042443033	221393.72735
ANTBCT0020	26799582	1	163784.199868176	227181.013699999
WVLJAB0205	26799873	1	60923.92119521	205178.2374
ANTKAS0259	26800118	1	188740.581457981	216035.150350001
WVLDEP0109	26809521	1	23079.0099030561	199261.481450001
ANTGEE0177	26810102	1	189129.125114468	208612.11465
ANTGEE1016	26831670	1	190506.303177023	198179.108649999
ANTBCT0490	26847454	1	163960.265300632	226111.663000001
LIMHVL0140	26898102	1	215091.46327207	188595.10855
WVLKNO0022	26934581	1	78217.6167027612	228239.37105
683951_v2014	26937458	1	230815.711475093	163911.644099999
ANTLIL0573	26948254	1	180661.97761662	218957.6967
LIMZNH0109	26959542	1	217765.79446914	186306.03675
ANTKAS0145	26972150	1	189219.7275878	217228.54505
ANTBCT0841	26978526	1	163763.492249336	226386.035899999
WVLODB0275	26981489	1	54095.833037242	210833.5009
ANTMEC0283	27007766	1	159866.31265855	189913.0831
ANTWUU0159	27012574	1	164474.216483074	228297.74305
ANTRAV0172	27060014	1	198276.18872312	231289.07685
WVLDEH0221	27065781	1	59426.6313323711	221429.414900001
511990_v2018	27072169	1	121987.729313339	192347.3265
VBRBEG0119	27184470	1	179766.93609678	189237.5873
ANTTUR0065	27194670	1	189379.878662333	229110.455068461
ANTARE0083	27204334	1	202702.67202943	223947.51205
WVLBRU0728	27213493	1	69523.7555447376	220913.152799999
ANTBCT0004	27258334	1	164118.890878731	227246.47945
WVLKNO0036	27266613	1	79751.9775077766	228116.370649999
LIMHDS0068	27300838	1	208922.57314956	180168.1804
WVLJAB0446	27311873	1	61227.9636919986	205307.6053
ANTRIJ0028	27337886	1	175034.8486536	224827.66935
WVLBRD0035	27338865	1	54259.1842895779	216337.9989
LIMTON0189	27342962	1	228701.172339707	163527.744849999
WVLZED0329	27344641	1	61223.0732282774	204619.398950001
LIMZNH0554	27348662	1	216354.22221326	186192.261
WVLJAB0190	27410177	1	61401.52738877	205239.7902
632380_v2020	27444982	1	186619.572241235	210042.6993
OVLDND0331	27487913	1	127961.992025	191997.3066
OVLSTL0207	27490077	1	93887.4504782008	219741.864049999
VBRSZI0415	27506998	1	191269.94752111	190831.878900001
WVLKNO0025	27524405	1	78093.3522855821	228495.259749999
ANTMOL0539	27534198	1	209005.398321453	209979.3037
LIMHAS0846	27541222	1	215806.500461073	185067.3017
LIMLUM0121	27552742	1	205076.67114478	185449.19445
LIMBOC0033	27559442	1	232633.28396512	211661.39775
LIMBOC0124	27559442	1	232634.94054845	211647.7295
LIMBOC0176	27559442	1	232631.33145786	211673.48975
ANTBRM0330	27579113	1	143350.23491246	200310.38855
ANTKAS0427	27627510	1	189152.4357732	216829.8175
ANTLIL0081	27636182	1	181504.0146477	218036.611850001
WVLBLA0201	27660981	1	63271.8455392002	219636.31005
WVLDEH0011	27690421	1	57566.9411478593	219954.363050001
WVLDAM0279	27723573	1	79730.8031076389	219033.3967
LIMBIL0113	27726386	1	232900.941009989	177642.042949999
ANTMRK0341	27731614	1	181472.445833016	226776.21305
WVLOSK0693	27732929	1	72845.5249274044	205796.06635
WVLKNO0197	27738165	1	77610.7972036775	226275.801100001
VBRSZI0243	27747638	1	192661.995133405	189660.288451795
WVLKNO0418	27753781	1	79201.6421180719	228128.804750001
LIMHAS0546	27754802	1	221490.73360604	182590.56625
LIMHHE0313	27778770	1	223444.87213942	190235.3848
VBRARS0022	27783510	1	184686.604990826	190159.73425
WVLBRN0432	27830337	1	74220.8509394041	200587.45445
WVLJAB0549	27836161	1	61165.8040416743	205283.499699999
629045_v2020	27842294	1	189321.50399964	209851.451300001
OVLWIC0109	27897689	1	119026.267101785	185649.390799999
ANTBCT0202	27924702	1	162460.963125586	225661.46335
642414_v2020	27965650	1	218786.895165633	198684.051550001
WVLKNO0065	27983157	1	78254.6893036308	228151.034299999
ANTHGS0639	27991454	1	181496.176755073	232254.8003
WVLBRU0644	28010165	1	67103.8247269843	224344.824550001
ANTBRS0179	28012510	1	158834.54618759	225358.3728
ANTBSE0123	28047006	1	180578.48918818	222824.7917
ANTESS0117	28047134	1	155913.92944092	235842.28365
WVLBLA0011	28061109	1	62900.7957823077	222046.238499999
ANTBSE0103	28063390	1	181692.679685786	224647.1328
ANTRAV0211	28072750	1	195226.14202763	227659.3816
ANTBAL0461	28075894	1	207144.212935338	204780.239600001
LIMLNK0027	28100594	1	238552.214983346	179648.532000002
LIMHAS0211	28141286	1	216022.08638594	180636.221249999
OVLBLE0018	28157609	1	122396.847095312	191640.854525328
WVLBLA0153	28193461	1	63448.4451709018	221978.660950001
WVLKOK0207	28196657	1	31110.0812358855	202901.77225
LIMGNK0067	28234034	1	222158.211283941	183785.7105
WVLDIK0265	28255473	1	41959.8132030975	196779.330050001
ANTBSE0073	28272286	1	181602.112829379	225130.3331
LIMBRG0209	28282806	1	217258.12720206	197151.551
WVLODB0039	28292209	1	54162.1527415644	210521.94995
ANTSOT0219	28311774	1	162127.759820659	220817.478999998
597925_v2014	28313106	1	231309.763268917	212066.4176
WVLBRN0168	28352449	1	75774.4195934571	204052.8587
ANTHUL0273	28353622	1	184005.702037658	195056.433899999
LIMZNH0360	28354258	1	224731.15848724	188393.4269
WVLJAB0440	28360449	1	61344.3971333334	205421.76
446783_v2018	28370741	1	81489.5125959106	218652.975
ANTZAN0175	28382422	1	174532.86311554	212415.30055
LIMBRE0285	28389522	1	240514.81276528	208705.78655
583376_v2020	28390046	1	180087.894465097	219536.527299998
WVLNWP0077	28391217	1	35589.3538796843	205728.09165
LIMOPG0001	28430290	1	232689.03503967	194348.51165
WVLBLA0068	28437941	1	61953.0923991971	220872.682200002
LIMMGR0007	28449746	1	230777.133328186	196097.392549999
WVLBLA0072	28454325	1	62790.9697073862	222282.012500001
WVLBLA0149	28455605	1	63374.3044718119	221794.977499999
ANTTUR0245	28464174	1	188109.5274417	220494.67855
LIMHAS0716	28485350	1	216141.611408912	180805.55875
629568_v2020	28510482	1	223804.363518014	217480.1778
LIMTES0245	28512310	0	196409.66212794	192321.70215
LIMLNK0035	28515314	1	239272.142593865	180832.158749999
451780_v2016	28524213	1	69143.4152320197	221001.3936
OVLSTL0216	28527945	1	95472.3783881501	218580.9101
ANTHST0507	28586326	1	184928.84386684	191242.16965
LIMZNH0559	28600018	1	223146.92453415	188085.2644
LIMBRG0360	28610486	1	217458.930656888	197876.996650001
ANTBRM0224	28627689	1	143336.53766146	200245.94325
LIMHAS0766	28639538	1	221668.050799999	183252.4
LIMHVL0143	28648118	1	214360.85149008	188544.3838
WVLKNO0011	28671285	1	78657.7424961471	228217.27145
LIMZNH0065	28679862	1	216928.925365738	186212.720998376
ANTMOL0103	28702446	1	204668.01704362	221192.51125
VBRHOL0024	28708742	1	176591.47585844	179380.98545
LIMHHE0328	28712658	1	224396.62963841	190952.1324
VBRKAM0021	28716230	1	162232.285111669	179609.962549999
WVLJAB0510	28720897	1	61154.0012507918	205111.031099999
LIMHHE0296	28729042	1	223919.38796854	190814.58815
ANTBAL0380	28747638	1	207475.871437297	204678.53645
LIMHAS0621	28753638	1	215332.506053541	184014.89105
LIMGNK0060	28758322	1	221978.376307029	184154.246649999
ANTHTS0160	28817366	1	185805.84457514	209791.133850001
ANTTUR0355	28824622	1	188507.05005967	219466.71665
WVLBLA0285	28832437	1	63200.1435119435	221611.67805
WVLJAB0121	28851969	1	61582.9878108821	205230.115799999
LIMZNH0163	28876470	1	217455.05204337	186171.2812
ANTBON0239	28936470	1	164429.594012068	187365.9505
WVLKOK0042	28978993	1	33538.2564792021	202812.894200001
LIMKIN0118	28979602	1	245438.135567189	206360.929500001
ANTHGS0196	28980574	1	176514.99117765	240822.87295
ANTMOL0057	28985462	1	206221.09955259	217590.63345
ANTRAV0291	29006638	1	195673.5729362	228055.62585
ANTANT0082	29020457	1	152674.82480293	205626.6674
LIMMSK0007	29026130	1	242737.232798889	196353.023998008
WVLKNO0003	29056565	1	79490.8851899347	228893.285150001
ANTBCT0021	29060574	1	164732.770651627	227172.662
ANTBCT0396	29075678	1	163604.314562828	226466.841700001
VBRDIE0220	29101494	1	202478.877574813	192309.55845
WVLBRU1177	29121205	1	66221.9059875329	224312.90275
LIMHAS0442	29163826	1	221399.369232182	182891.613849999
LIMHMA0166	29168234	1	228169.91685824	219512.1501
WVLKNO0280	29179189	1	77374.7382185523	227747.983350001
434910_v2016	29179573	1	69430.6381846125	221372.947099999
LIMHEC0145	29196918	1	217594.401027754	205615.960349999
ANTMEE0178	29201910	1	195619.393136383	203713.728500001
ANTBCT0116	29222366	1	165779.190901318	228243.8769
LIMBRE0105	29257874	1	239656.100616826	208632.67955
ANTKAS0474	29298678	1	188158.49144914	217434.5414
ANTHST0479	29303894	1	184239.563239151	194072.13225
LIMZNH0084	29318838	1	217705.3161947	186003.65075
637669_v2020	29340118	1	181666.061911042	218161.423500001
WVLKNO0020	29363765	1	79825.6565961314	228215.833249999
563481_v2014	29371346	1	230118.09857254	194488.3541
LIMZNH0256	29400758	1	217159.38225372	186251.4833
536544_v2018	29430849	1	75741.5463901339	200718.653449999
OVLBLE0239	29431465	1	122287.742275008	192134.25395
LIMHAS0106	29468390	1	215907.208168986	180778.693849999
LIMHAS0584	29468390	1	215898.916707144	180770.569200002
LIMHAS0585	29468390	1	215896.289747221	180779.77675
512876_v2018	29479657	1	143595.255747997	200764.224099999
LIMZNH0368	29517522	1	223390.51927531	188445.20575
LIMGNK0376	29538610	1	223968.44148243	185134.5333
LIMZNH0056	29544118	1	216253.01426449	187152.4551
ANTBCT0528	29544606	1	169940.165005177	224675.350687593
509728_v2018	29556014	1	187311.015090432	232429.746749999
ANTLIL0064	29565398	1	180306.606185584	215554.913450001
536516_v2018	29572838	1	216021.725705803	185599.5592
VBRSZI0278	29582646	1	192673.86225612	189813.62125
ANTTUR0277	29619502	1	189838.927411241	229339.75845
ANTBCT0852	29648030	1	173725.960360402	226072.666200001
WVLBRD0031	29657201	1	54183.2979099181	216607.178549999
OVLSTK0302	29660777	1	129137.835626295	214915.75625
WVLKNO0383	29691445	1	80199.4042959111	228548.321900001
ANTZAN0128	29693142	1	174169.05064133	212113.16415
LIMLUM0103	29708726	1	204363.892204974	185987.144400001
LIMZNH0291	29712054	1	217747.68197943	186577.80645
WVLDEP0058	29725873	1	23331.741129656	198203.97845
ANTKAS0512	29748270	1	193866.287187987	218844.806700001
WVLWIN0144	29769793	1	78140.76718828	197073.6499
ANTGEE0629	29802230	1	193746.15677963	203608.77945
ANTDUF0188	29813270	1	158770.534436605	196105.5414
LIMHEC0538	29898962	1	220684.404890108	199455.37135
ANTBAL0705	29910902	1	206955.311335	204979.26695
WVLKNO0063	29937205	1	79616.5407664234	227054.37245
WVLKNO0039	29949237	1	77457.8373593418	228292.6469
WVLDIK0781	29990385	1	44575.8597637542	187292.2806
ANTRAV0382	29995310	1	192744.4711733	227624.656000001
LIMLNK0117	30088178	1	239173.16416719	181013.7282
WVLDEH0071	30094337	1	58108.4392165111	216289.527550001
ANTGEE1026	30094838	1	197407.919066882	205152.918849999
LIMBIL0114	30103346	1	232650.03799561	177534.8281
446785_v2018	30164789	1	81140.7684489453	219615.235000001
640042_v2020	30209257	1	146170.543387862	199926.085499998
511366_v2020	30219121	1	51552.9100552427	209450.1631
ANTBCT0253	30251230	1	163296.853972928	226346.078749999
LIMZNH0012	30252726	1	216675.062779203	186200.39425
OVLMDG0389	30262465	1	87005.7486521808	205522.0666
WVLNWP0001	30312241	1	34799.6109022645	203577.812999999
ANTARE0298	30373422	1	202246.01063678	224221.74895
305360_v2016	30412854	1	196319.386414832	192521.523700001
ANTMEC0256	30415638	1	159908.53185	189636.8527
WVLBLA0073	30420405	1	62583.3180429151	221806.7425
LIMOPG0020	30442962	1	231829.58252773	193836.7336
WVLJAB0423	30457601	1	61259.3036499992	205524.9345
424443_v2020	30481394	1	239164.55379121	181342.364599999
ANTRIJ0050	30483614	1	174891.325956067	224777.2148
WVLKNO0272	30489909	1	77744.8323861937	227756.271400001
LIMHAS0270	30516966	1	216036.031599659	180805.9036
LIMHAS0877	30516966	1	216026.346027742	180802.5439
VBRDIE0236	30537782	1	202078.79500287	191041.0965
LIMHAS0216	30582502	1	216130.181083817	180848.9067
LIMHAS0277	30582502	1	216110.525592666	180849.118550001
LIMHAS0752	30582502	1	216130.582145833	180832.408299999
OVLLOK0063	30601321	1	122460.936545817	205674.39745
WVLMID0281	30624369	1	38626.1032913268	205337.75615
ANTMRK0286	30626206	1	182973.29574836	230750.6372
ANTANT0251	30645181	1	149699.86190486	220317.51415
WVLDEH0024	30656625	1	54583.194080086	218010.474400001
479006_v2018	30667445	1	63372.9893840916	221224.2096
WVLBLA0094	30683829	1	63704.2037501821	221910.638150001
ANTMOL0378	30703094	1	200106.377567068	205744.4519
ANTKAS0442	30730230	1	191085.17154159	213563.8424
WVLDIK0771	30735857	1	44059.08415541	187768.97475
LIMOPG0081	30747218	1	237246.384136612	193195.641999999
WVLKNO0376	30768437	1	78789.8670437006	228199.788800001
WVLDEP0133	30779569	1	26980.4450431761	199406.523500001
WVLBLA0174	30790325	1	63840.0175926933	219608.333550001
LIMPEE0086	30791890	1	222049.853089482	200035.009750001
ANTKAS0299	30796846	1	193897.94348979	218607.19275
ANTBCT0074	30830046	1	165383.17077998	227780.700550001
ANTKAS0116	30838774	1	189699.234827134	217467.9067
473982_v2016	30839477	1	64572.8880209246	220484.735100001
LIMGNK0131	30849330	1	224065.980311219	185270.586949999
WVLOOS0035	30860401	1	52034.5263504711	210581.06735
OVLBLE0248	30865065	1	122435.676586523	192548.955
ANTARE0107	30874350	1	202693.44097638	224062.75165
ANTGEE0857	30955254	1	188906.24721542	209725.3014
WVLBLA0357	30962357	1	64553.133155635	220847.439199999
640016_v2020	30995689	1	146308.858812451	200032.1412
638060_v2020	31003254	1	214557.054331266	203651.5962
ANTKAP0211	31012830	1	156960.761951436	224500.763
ANTLIL0257	31035862	1	179578.510523962	215081.206350001
ANTGEE0115	31037174	1	188442.28542755	208907.171399999
ANTBCT0454	31037662	1	163229.398936104	226654.09715
LIMZNH0405	31039158	1	216945.766633592	185847.412
510206_v2018	31055990	1	204845.089503226	211315.602049999
ANTARE0278	31136494	1	202318.973536155	224019.958000001
WVLDEH0065	31196161	1	58178.9198646226	216571.9331
WVLBLA0048	31199925	1	63195.4245200714	220456.590499999
ANTMEC0275	31202070	1	159802.49010549	189822.37375
ANTMEC0277	31202070	1	159820.31135	189844.7808
ANTGEE0036	31206198	1	191529.93760712	198828.65345
LIMHEC0031	31230162	1	220549.571913004	200571.2651
511643_v2020	31232693	1	64088.8782065938	219905.6896
ANTLIL0543	31240662	1	180916.59150253	218009.0437
WVLJAB0426	31244033	1	61388.3565256403	205558.2059
WVLKOK0065	31258801	1	28638.7417693686	200303.199650001
WVLKNO0276	31259957	1	77828.702366748	227879.931299999
550310_v2018	31273106	1	240275.162119924	208806.769849999
WVLKNO0234	31292213	1	79492.6092100539	225144.672050001
ANTGEE0143	31315702	1	189582.64732533	209781.0556
ANTANT0468	31336745	1	148434.623594927	208773.643350001
ANTKAL0344	31351518	1	155327.24619983	231151.9917
ANTKAS0462	31395830	0	187922.111523568	217399.413550309
ANTBCT0252	31398110	1	162710.566976856	225036.547299527
ANTBAL0514	31418230	1	207227.033132384	204757.490050001
WVLDEH0238	31446453	1	58790.1649436987	220723.786799999
ANTBAA0040	31468846	1	186595.69891392	233625.271599999
LIMLUM0240	31473638	1	209432.906664916	184859.032
ANTBCT0578	31483038	1	173808.411462412	225862.589
VBRSZI0333	31484214	1	193313.07825512	191233.80045
ANTBCT0550	31518878	1	172963.817361001	225922.766550001
WVLZED0071	31538945	1	61304.476437084	204629.933700001
ANTKAL0251	31554270	1	159021.73738593	228100.53
WVLDEH0013	31560705	1	55147.5554057343	218336.06965
LIMGNK0885	31566130	1	224813.852062785	183207.664549999
WVLBRU1104	31579829	1	69395.3204120317	220200.560950002
WVLBRU1105	31579829	1	69419.2276653215	220198.246649999
641185_v2020	31632862	1	164311.802175633	227998.701649999
ANTHST0459	31715670	1	184505.81519997	190387.607799999
WVLOSK0186	31730625	1	72267.2297015472	206127.505000001
WVLBLA0075	31731125	1	62913.1169318876	221795.3706
ANTHST0046	31764822	1	184392.04469123	191540.43125
ANTHGS0605	31772062	1	181030.16381087	233233.784849999
OVLGNT0436	31774153	1	100563.42477914	196717.52645
ANTTUR0224	31775790	1	191538.03726011	221035.0809
589545_v2014	31788597	1	80384.4242421702	228523.0681
ANTKAS0303	31812598	1	193939.612736085	218439.960350001
ANTKAS0323	31872246	1	195092.576800002	217832.62665
ANTMEC0205	31878934	1	160343.65250012	190232.01665
ANTBCT0498	31889630	1	163257.10442634	225944.00905
LIMGNK0850	31916338	1	221487.30858057	183663.2505
ANTGRO0105	31923926	1	177521.09997357	208309.30885
ANTMOL0528	31942382	1	204651.30970227	219713.1341
LIMDPB0058	32004402	1	224005.04111792	182416.272
ANTBCT0070	32009694	1	164459.813100837	227308.0375
LIMZNH0284	32022198	1	217606.96627819	186163.0603
LIMZNH0356	32024274	1	224277.602445809	188590.4166
ANTGEE0161	32036598	1	189242.20935025	209828.911
